TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,SEASON
1610612737,Atlanta Hawks,10,4,6,0.4,48.0,30.9,70.8,0.436,6.9,21.9,0.315,20.3,26.1,0.778,11.0,29.0,40.0,15.4,16.1,4.5,4.3,3.5,20.0,9.9,89.0,-2.9,6,7,12,8,6,14,16,10,5,4,15,8,10,5,11,6,7,14,13,16,10,2,2,12,13,9,1996-97
1610612766,Charlotte Hornets,3,0,3,0.0,48.0,36.3,80.3,0.452,6.3,17.0,0.373,16.7,20.7,0.806,12.7,24.3,37.0,18.3,13.3,6.7,3.0,3.3,21.0,12.0,95.7,-8.7,13,13,1,13,6,3,4,4,6,9,4,14,14,2,4,13,12,10,6,11,15,1,4,6,6,13,1996-97
1610612741,Chicago Bulls,19,15,4,0.789,48.0,34.7,80.2,0.432,6.1,19.2,0.319,17.1,23.2,0.735,14.9,28.6,43.5,20.7,12.4,8.5,4.8,4.2,24.3,6.4,92.5,5.5,2,1,9,1,6,5,5,13,8,6,14,13,12,13,1,8,1,7,5,3,7,5,11,16,9,1,1996-97
1610612765,Detroit Pistons,5,2,3,0.4,48.0,32.4,74.8,0.433,5.6,17.0,0.329,15.2,19.8,0.768,8.6,23.2,31.8,13.6,9.6,7.0,2.4,4.6,20.2,10.8,85.6,-2.0,9,9,1,8,6,12,8,12,11,9,11,15,15,7,16,15,16,15,2,8,16,9,3,8,15,8,1996-97
1610612745,Houston Rockets,16,9,7,0.563,48.3,35.3,77.1,0.458,8.9,24.5,0.362,21.8,28.4,0.767,12.3,29.3,41.5,23.1,15.2,7.7,4.4,4.2,21.9,9.8,101.3,1.8,4,3,14,4,4,4,6,3,2,2,7,5,6,8,5,5,4,3,10,5,8,6,5,13,2,4,1996-97
1610612746,Los Angeles Clippers,3,0,3,0.0,48.0,32.7,75.0,0.436,6.0,18.0,0.333,21.0,28.7,0.733,10.3,23.0,33.3,16.3,12.0,6.7,4.3,5.3,29.0,18.3,92.3,-12.7,13,13,1,13,6,11,7,11,9,7,10,7,4,14,12,16,15,13,3,11,9,13,16,1,10,16,1996-97
1610612747,Los Angeles Lakers,9,4,5,0.444,48.6,32.2,72.1,0.447,4.9,15.2,0.321,25.9,35.0,0.74,11.2,27.7,38.9,20.6,13.3,6.8,6.1,5.3,26.8,10.7,95.2,1.1,8,7,11,7,3,13,14,8,14,13,13,1,1,12,9,10,9,8,6,9,2,13,14,9,7,6,1996-97
1610612748,Miami Heat,17,8,9,0.471,48.0,29.5,72.1,0.409,8.4,23.8,0.351,18.5,26.8,0.692,11.1,30.2,41.3,17.2,16.2,6.7,5.1,4.4,22.6,9.2,85.9,0.2,3,4,16,6,6,16,13,15,3,3,9,11,9,16,10,3,5,11,15,10,5,8,7,14,14,7,1996-97
1610612750,Minnesota Timberwolves,3,0,3,0.0,48.0,40.0,88.7,0.451,6.3,16.7,0.38,13.3,18.0,0.741,14.0,24.7,38.7,24.0,9.3,7.7,4.0,4.0,23.3,14.0,99.7,-11.3,13,13,1,13,6,1,1,6,6,12,3,16,16,11,2,12,10,1,1,6,13,3,8,3,4,14,1996-97
1610612752,New York Knicks,10,6,4,0.6,48.0,34.3,73.5,0.467,5.5,14.8,0.372,17.1,22.2,0.77,9.7,29.8,39.5,21.1,15.7,8.7,3.5,4.9,23.4,11.5,91.2,1.7,6,5,9,3,6,7,10,2,12,14,5,12,13,6,14,4,8,6,12,2,14,11,9,7,11,5,1996-97
1610612753,Orlando Magic,5,2,3,0.4,48.0,29.8,73.0,0.408,5.8,18.0,0.322,18.8,25.2,0.746,9.6,28.0,37.6,13.2,12.4,6.4,5.2,5.6,19.0,10.0,84.2,-7.8,9,9,1,8,6,15,11,16,10,7,12,10,11,10,15,9,11,16,4,13,3,15,1,11,16,12,1996-97
1610612756,Phoenix Suns,5,2,3,0.4,49.0,34.4,82.6,0.416,10.2,29.0,0.352,21.2,27.8,0.763,10.0,30.4,40.4,22.8,16.2,8.2,5.2,4.8,22.0,13.4,100.2,-12.6,9,9,1,8,1,6,3,14,1,1,8,6,7,9,13,1,6,4,14,4,3,10,6,4,3,15,1996-97
1610612757,Portland Trail Blazers,4,1,3,0.25,48.0,32.8,73.0,0.449,4.5,17.0,0.265,19.8,27.3,0.725,11.8,25.3,37.0,19.8,15.5,5.5,4.3,5.3,28.8,12.5,89.8,-7.0,12,12,1,12,6,10,11,7,15,9,16,9,8,15,6,11,12,9,11,14,11,12,15,5,12,11,1996-97
1610612760,Seattle SuperSonics,12,6,6,0.5,48.8,36.8,82.8,0.444,8.3,21.8,0.383,23.3,28.5,0.816,13.9,28.8,42.8,23.4,13.6,10.2,4.1,4.1,23.5,10.4,105.1,4.5,5,5,12,5,2,2,2,9,4,5,2,3,5,1,3,7,2,2,9,1,12,4,10,10,1,2,1996-97
1610612762,Utah Jazz,20,13,7,0.65,48.3,33.7,74.5,0.452,5.0,13.5,0.367,23.9,30.4,0.785,11.4,30.4,41.8,21.8,13.4,7.4,4.9,5.7,24.8,7.4,96.1,3.3,1,2,14,2,5,9,9,5,13,15,6,2,2,3,7,2,3,5,8,7,6,16,12,15,5,3,1996-97
1610612764,Washington Bullets,3,0,3,0.0,48.0,34.0,71.7,0.474,4.3,10.3,0.419,22.7,29.0,0.782,11.3,24.3,35.7,17.0,18.7,4.7,6.3,4.3,25.7,16.7,95.0,-6.0,13,13,1,13,6,8,15,1,16,16,1,4,3,4,8,13,14,12,16,15,1,7,13,2,8,10,1996-97
1610612737,Atlanta Hawks,4,1,3,0.25,48.0,32.8,73.0,0.449,6.8,18.0,0.375,15.3,22.3,0.685,11.0,29.0,40.0,17.0,12.8,7.8,4.8,2.8,23.5,0.0,87.5,1.5,12,12,1,12,7,11,11,9,3,5,4,14,13,13,9,5,7,13,4,6,7,2,5,13,12,5,1997-98
1610612766,Charlotte Hornets,9,4,5,0.444,48.0,33.1,72.9,0.454,3.6,11.1,0.32,13.0,19.0,0.684,9.1,27.0,36.1,21.2,14.1,6.4,2.8,4.4,21.6,0.3,82.8,-6.0,7,5,9,5,7,10,12,7,13,13,12,16,16,14,15,9,14,6,10,15,15,9,1,3,15,12,1997-98
1610612741,Chicago Bulls,21,15,6,0.714,48.5,34.1,76.7,0.445,4.2,13.0,0.324,20.7,28.1,0.734,14.0,27.0,41.0,20.5,12.6,9.0,4.5,3.1,22.8,0.2,93.1,7.0,1,1,11,1,5,6,6,10,11,10,11,7,8,8,1,11,4,7,2,1,8,3,4,7,5,1,1997-98
1610612739,Cleveland Cavaliers,4,1,3,0.25,48.0,26.8,61.5,0.435,1.8,6.0,0.292,25.5,35.3,0.723,10.0,24.5,34.5,18.5,18.3,8.5,3.0,7.8,23.8,0.3,80.8,-8.0,12,12,1,12,7,16,16,12,16,16,15,1,2,10,12,16,16,11,16,4,14,15,7,6,16,16,1997-98
1610612745,Houston Rockets,5,2,3,0.4,48.0,29.0,75.4,0.385,4.8,18.6,0.258,21.8,29.8,0.732,11.2,31.2,42.4,16.2,13.0,7.2,5.0,5.8,23.8,0.2,84.6,-6.8,9,9,1,7,7,15,7,16,9,4,16,5,4,9,8,2,2,16,6,9,4,12,8,10,14,13,1997-98
1610612754,Indiana Pacers,16,10,6,0.625,48.3,32.0,69.6,0.46,5.4,14.5,0.375,22.3,29.4,0.76,9.3,26.0,35.3,19.1,14.6,7.2,4.9,3.6,24.8,0.2,91.8,2.3,3,3,11,3,6,13,15,4,7,8,4,3,6,4,14,14,15,9,13,10,5,4,10,12,8,3,1997-98
1610612747,Los Angeles Lakers,13,7,6,0.538,48.0,35.6,75.1,0.474,6.0,17.5,0.344,23.0,35.4,0.65,13.4,26.7,40.1,22.7,12.9,7.4,7.8,5.8,24.6,0.2,100.2,1.2,4,4,11,4,7,4,8,1,5,6,9,2,1,16,4,12,6,3,5,8,1,11,9,8,1,6,1997-98
1610612748,Miami Heat,5,2,3,0.4,48.0,30.0,69.6,0.431,7.2,20.0,0.36,20.2,29.6,0.682,8.2,28.6,36.8,16.4,13.6,6.8,3.8,1.4,25.4,0.4,87.4,-2.2,9,9,1,7,7,14,14,14,2,1,6,8,5,15,16,6,13,15,8,13,11,1,12,2,13,7,1997-98
1610612750,Minnesota Timberwolves,5,2,3,0.4,48.0,33.2,79.8,0.416,7.4,19.6,0.378,16.4,20.4,0.804,13.6,25.8,39.4,23.2,14.0,7.4,3.6,3.8,22.6,0.6,90.2,-5.8,9,9,1,7,7,9,2,15,1,2,2,13,15,1,3,15,10,2,9,7,12,5,3,1,9,11,1997-98
1610612751,New Jersey Nets,3,0,3,0.0,49.7,37.0,78.7,0.47,2.3,7.3,0.318,18.7,24.7,0.757,12.3,27.0,39.3,16.7,13.3,7.0,3.3,4.3,26.0,0.0,95.0,-7.7,16,16,1,16,1,1,4,2,15,15,13,11,11,5,6,9,11,14,7,11,13,7,13,13,4,15,1997-98
1610612752,New York Knicks,10,4,6,0.4,48.5,32.2,73.8,0.436,5.3,13.6,0.39,18.9,24.7,0.765,10.5,29.2,39.7,18.8,16.1,8.6,2.0,4.1,26.8,0.2,88.6,-2.2,5,5,11,7,3,12,9,11,8,9,1,10,10,3,11,4,9,10,14,3,16,6,15,10,11,7,1997-98
1610612756,Phoenix Suns,4,1,3,0.25,48.0,37.0,85.3,0.434,4.3,12.8,0.333,14.8,21.3,0.694,12.0,28.5,40.5,19.8,11.0,8.5,4.0,7.3,25.0,0.0,93.0,-7.5,12,12,1,12,7,1,1,13,10,12,10,15,14,11,7,7,5,8,1,4,10,14,11,13,6,14,1997-98
1610612757,Portland Trail Blazers,4,1,3,0.25,48.0,36.0,79.5,0.453,5.8,15.3,0.377,22.0,28.5,0.772,14.0,27.8,41.8,24.0,16.3,7.0,5.3,8.5,29.8,0.0,99.8,-4.3,12,12,1,12,7,3,3,8,6,7,3,4,7,2,1,8,3,1,15,11,3,16,16,13,2,10,1997-98
1610612759,San Antonio Spurs,9,4,5,0.444,48.6,33.3,72.1,0.462,3.9,12.9,0.302,21.2,30.8,0.69,11.0,32.6,43.6,17.3,14.4,5.7,7.0,4.3,22.1,0.2,91.8,3.2,7,5,9,5,2,8,13,3,12,11,14,6,3,12,9,1,1,12,12,16,2,7,2,9,7,2,1997-98
1610612760,Seattle SuperSonics,10,4,6,0.4,48.0,35.6,78.3,0.455,6.6,19.2,0.344,17.4,23.1,0.753,12.7,26.1,38.8,22.0,12.7,8.7,4.3,6.2,23.5,0.3,95.2,-2.4,5,5,11,7,7,5,5,6,4,3,8,12,12,6,5,13,12,5,3,2,9,13,5,4,3,9,1997-98
1610612762,Utah Jazz,20,13,7,0.65,48.5,33.4,73.4,0.455,3.3,9.4,0.353,19.0,25.5,0.745,9.7,30.1,39.8,22.3,14.4,6.5,4.9,5.5,26.0,0.3,89.0,2.1,2,2,16,2,3,7,10,5,14,14,7,9,9,7,13,3,8,4,11,14,6,10,13,4,10,4,1997-98
1610612737,Atlanta Hawks,9,3,6,0.333,48.0,28.6,74.6,0.383,4.8,15.3,0.312,17.8,23.1,0.769,12.0,26.9,38.9,13.9,14.3,8.1,4.0,2.9,19.4,0.4,79.7,-2.8,6,6,13,11,5,14,10,15,7,8,9,12,13,3,7,13,11,16,9,6,12,1,1,3,14,8,1998-99
1610612765,Detroit Pistons,5,2,3,0.4,48.0,32.2,75.0,0.429,3.4,9.4,0.362,11.4,14.4,0.792,11.2,24.0,35.2,17.8,11.8,7.2,1.8,4.6,22.6,0.2,79.2,-3.0,9,9,2,6,5,9,7,7,12,15,4,16,16,1,9,15,15,13,1,12,16,8,4,11,15,10,1998-99
1610612745,Houston Rockets,4,1,3,0.25,48.0,33.8,81.3,0.415,7.8,21.3,0.365,21.8,28.5,0.763,13.3,32.5,45.8,20.5,13.3,7.5,4.5,8.5,26.0,0.0,97.0,-2.3,12,12,2,12,5,5,2,11,1,3,2,4,5,5,4,1,1,5,3,10,8,16,13,13,1,7,1998-99
1610612754,Indiana Pacers,13,9,4,0.692,48.4,32.8,74.2,0.441,6.5,18.0,0.363,21.5,28.2,0.763,11.6,29.8,41.5,20.7,15.8,6.6,5.2,4.5,25.9,0.2,93.6,3.6,3,3,10,2,4,6,12,4,4,6,3,6,8,6,8,4,5,4,13,15,4,7,12,10,4,2,1998-99
1610612747,Los Angeles Lakers,8,3,5,0.375,48.0,35.3,79.6,0.443,4.8,15.6,0.304,18.8,29.3,0.641,12.1,28.3,40.4,19.5,14.0,6.6,6.4,4.1,25.3,0.3,94.0,-2.9,7,6,11,9,5,1,5,3,8,7,11,10,4,16,6,9,7,8,6,14,1,5,9,6,3,9,1998-99
1610612748,Miami Heat,5,2,3,0.4,48.0,27.2,68.0,0.4,5.6,18.6,0.301,19.0,27.0,0.704,8.2,27.4,35.6,16.4,12.6,7.2,4.4,3.0,20.6,0.2,79.0,-4.0,9,9,2,6,5,16,16,13,6,5,13,9,9,15,16,11,14,14,2,12,9,2,2,11,16,11,1998-99
1610612749,Milwaukee Bucks,3,0,3,0.0,49.7,34.0,75.0,0.453,4.7,14.0,0.333,22.7,29.3,0.773,11.0,27.0,38.0,20.0,16.3,8.3,5.0,5.0,30.0,1.0,95.3,-10.3,15,15,2,15,2,4,7,1,9,9,7,3,3,2,11,12,13,6,14,5,6,11,16,1,2,15,1998-99
1610612750,Minnesota Timberwolves,4,1,3,0.25,48.0,32.0,80.8,0.396,2.5,8.0,0.313,14.0,18.3,0.767,14.3,29.3,43.5,18.8,14.5,6.5,6.0,5.8,24.0,0.3,80.5,-6.3,12,12,2,12,5,10,3,14,15,16,8,15,15,4,3,5,3,10,10,16,2,14,8,6,13,13,1998-99
1610612752,New York Knicks,20,12,8,0.6,48.0,31.9,74.3,0.429,3.2,11.4,0.281,18.1,23.9,0.757,10.2,29.1,39.3,15.0,13.4,7.6,3.9,4.6,25.5,0.3,85.0,2.0,1,2,16,3,5,11,11,8,13,11,14,11,12,8,13,6,10,15,5,9,13,8,10,6,12,3,1998-99
1610612753,Orlando Magic,4,1,3,0.25,48.0,27.8,73.8,0.376,6.8,21.8,0.31,24.0,32.3,0.744,14.5,25.0,39.5,19.8,19.0,9.0,3.8,6.8,23.5,0.0,86.3,-6.3,12,12,2,12,5,15,13,16,3,2,10,1,1,10,2,14,9,7,16,4,14,15,5,13,10,13,1998-99
1610612755,Philadelphia 76ers,8,3,5,0.375,48.0,34.6,82.1,0.422,2.5,10.5,0.238,17.5,24.5,0.714,16.9,27.5,44.4,19.0,13.3,10.4,5.1,4.9,25.5,0.0,89.3,0.5,7,6,11,9,5,3,1,10,15,13,16,13,11,14,1,10,2,9,3,2,5,10,11,13,7,5,1998-99
1610612756,Phoenix Suns,3,0,3,0.0,48.0,34.7,80.7,0.43,7.0,18.7,0.375,16.0,21.7,0.738,10.3,22.7,33.0,22.3,14.0,10.3,2.3,5.7,29.0,0.0,92.3,-10.3,15,15,2,15,5,2,4,6,2,4,1,14,14,13,12,16,16,1,6,3,15,13,15,13,5,15,1998-99
1610612757,Portland Trail Blazers,13,7,6,0.538,48.0,29.4,69.4,0.424,3.8,11.1,0.34,23.6,31.4,0.752,9.8,28.9,38.8,18.2,14.1,7.7,4.2,5.5,23.9,0.3,86.2,-0.5,3,4,13,4,5,13,15,9,11,12,6,2,2,9,14,7,12,11,8,8,11,12,7,5,11,6,1998-99
1610612758,Sacramento Kings,5,2,3,0.4,50.0,32.4,79.6,0.407,6.2,22.2,0.279,19.6,26.4,0.742,12.8,28.6,41.4,18.2,17.8,10.6,4.4,4.0,23.8,0.4,90.6,-4.8,9,9,2,6,1,7,6,12,5,1,15,8,10,11,5,8,6,12,15,1,9,3,6,4,6,12,1998-99
1610612759,San Antonio Spurs,17,15,2,0.882,48.0,31.6,70.1,0.451,4.1,11.8,0.35,21.1,28.5,0.742,9.8,30.4,40.2,21.3,14.9,7.3,5.8,4.3,21.8,0.2,88.4,7.2,2,1,1,1,5,12,14,2,10,10,5,7,6,12,15,3,8,3,11,11,3,6,3,9,9,1,1998-99
1610612762,Utah Jazz,11,5,6,0.455,48.9,32.4,75.0,0.432,2.9,9.6,0.302,21.5,28.3,0.762,11.2,31.5,42.6,22.0,15.5,7.7,4.7,4.1,27.1,0.5,89.2,1.8,5,5,13,5,3,8,7,5,14,14,12,5,7,7,10,2,4,2,12,7,7,4,14,2,8,4,1998-99
1610612766,Charlotte Hornets,4,1,3,0.25,49.3,32.3,75.0,0.43,4.5,15.0,0.3,22.3,27.0,0.824,13.5,30.5,44.0,22.8,15.5,8.3,5.8,6.0,22.0,1.0,91.3,-2.8,12,12,1,12,1,11,10,9,9,7,13,3,7,2,2,5,3,3,14,3,4,11,3,16,8,11,1999-00
1610612765,Detroit Pistons,3,0,3,0.0,48.0,28.0,69.3,0.404,4.3,11.7,0.371,19.3,27.0,0.716,6.0,28.3,34.3,14.7,17.0,6.0,1.7,7.3,24.7,5.7,79.7,-10.3,15,15,1,15,7,15,16,14,11,12,7,9,7,12,16,15,16,15,16,14,16,15,9,1,16,16,1999-00
1610612754,Indiana Pacers,23,13,10,0.565,48.2,35.0,78.9,0.443,7.1,18.8,0.379,21.0,25.4,0.827,10.1,30.4,40.5,20.3,11.6,5.4,4.7,4.4,23.4,1.7,98.1,2.7,1,2,16,4,5,3,7,6,1,1,4,7,9,1,13,6,11,7,1,16,8,7,7,12,2,2,1999-00
1610612747,Los Angeles Lakers,23,15,8,0.652,48.2,37.3,80.4,0.465,5.4,15.4,0.349,19.7,31.6,0.623,13.2,30.1,43.3,21.8,12.1,6.6,6.1,3.7,25.3,2.1,99.8,2.3,1,1,15,1,6,2,4,1,5,6,8,8,1,16,4,8,5,4,6,11,3,3,13,6,1,4,1999-00
1610612748,Miami Heat,10,6,4,0.6,48.5,30.9,73.7,0.419,4.7,14.9,0.315,16.7,24.2,0.69,10.5,32.9,43.4,19.1,13.9,7.2,5.1,3.3,26.0,2.0,83.2,2.5,5,5,9,3,2,13,13,11,6,8,10,13,10,15,10,2,4,10,9,7,7,1,14,7,14,3,1999-00
1610612749,Milwaukee Bucks,5,2,3,0.4,48.0,37.8,82.6,0.458,3.6,11.6,0.31,16.8,22.0,0.764,11.4,31.4,42.8,20.6,11.8,6.6,5.6,3.4,25.0,2.2,96.0,1.8,9,9,1,8,7,1,1,2,14,13,11,12,15,6,9,3,6,6,4,10,5,2,10,5,4,5,1999-00
1610612750,Minnesota Timberwolves,4,1,3,0.25,48.0,34.3,76.5,0.448,3.0,9.8,0.308,13.8,17.5,0.786,10.3,24.8,35.0,23.5,11.8,6.0,4.0,3.8,23.8,2.3,85.3,-2.0,12,12,1,12,7,5,8,3,15,16,12,16,16,3,12,16,15,2,2,14,12,4,8,4,11,10,1999-00
