TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,SEASON
1610612742,Dallas Mavericks,13,6,7,0.462,48.4,17.0,15.5,13.9,37.2,14.4,14.8,14.8,45.2,5,5,13,6,5,5,3,2,10,6,9,15,15,2004-05
1610612743,Denver Nuggets,5,1,4,0.2,49.0,17.4,13.8,13.2,40.4,14.0,10.8,11.4,38.0,12,12,1,12,12,4,9,4,6,5,2,10,8,2004-05
1610612765,Detroit Pistons,25,15,10,0.6,48.4,16.2,14.8,11.7,34.8,12.8,11.0,9.5,35.5,1,2,16,3,1,6,6,8,14,4,3,2,3,2004-05
1610612745,Houston Rockets,7,3,4,0.429,48.0,14.3,13.3,10.7,37.1,18.4,15.4,12.4,29.4,9,9,1,8,10,11,10,10,11,15,12,12,2,2004-05
1610612754,Indiana Pacers,13,6,7,0.462,48.4,15.5,10.4,7.5,27.2,17.5,11.8,10.5,35.8,5,5,13,6,5,8,15,16,16,14,4,4,6,2004-05
1610612763,Memphis Grizzlies,4,0,4,0.0,48.0,13.5,14.5,9.8,48.0,12.3,16.0,19.5,40.5,15,15,1,15,16,14,7,11,2,2,14,16,10,2004-05
1610612748,Miami Heat,15,11,4,0.733,48.7,13.1,11.8,13.1,40.5,16.5,15.3,11.1,35.6,3,3,1,1,3,16,13,5,5,12,10,7,4,2004-05
1610612751,New Jersey Nets,4,0,4,0.0,50.5,15.5,13.0,12.0,36.5,15.3,16.5,14.5,40.5,15,15,1,15,15,9,11,7,12,9,15,14,10,2004-05
1610612755,Philadelphia 76ers,5,1,4,0.2,49.0,17.8,10.8,13.8,32.8,12.8,12.4,10.8,35.6,12,12,1,12,12,2,14,3,15,3,5,6,4,2004-05
1610612756,Phoenix Suns,15,9,6,0.6,48.3,13.7,15.0,17.5,48.7,15.7,15.4,12.1,49.3,3,4,11,3,4,13,5,1,1,10,11,11,16,2004-05
1610612758,Sacramento Kings,5,1,4,0.2,48.0,15.0,18.0,11.2,37.6,11.8,14.0,9.8,42.0,12,12,1,12,14,10,1,9,8,1,7,3,13,2004-05
1610612759,San Antonio Spurs,23,16,7,0.696,48.4,14.1,14.2,9.3,42.4,16.2,13.5,11.3,42.1,2,1,13,2,2,12,8,12,4,11,6,8,14,2004-05
1610612760,Seattle SuperSonics,11,6,5,0.545,48.0,13.2,12.3,8.0,43.1,15.1,16.9,10.5,41.3,7,5,10,5,7,15,12,15,3,7,16,5,12,2004-05
1610612764,Washington Wizards,10,4,6,0.4,48.0,20.0,15.3,12.2,37.4,15.2,15.6,11.3,37.0,8,8,11,10,8,1,4,6,9,8,13,9,7,2004-05
1610612741,Chicago Bulls,6,2,4,0.333,48.0,19.2,9.0,15.3,30.3,17.3,12.7,8.7,44.7,10,10,1,10,12,2,16,2,14,12,8,3,14,2005-06
1610612739,Cleveland Cavaliers,13,7,6,0.538,48.8,12.3,14.7,11.2,42.5,15.9,14.6,11.3,32.8,5,5,10,5,6,14,3,10,6,9,12,7,4,2005-06
1610612742,Dallas Mavericks,23,14,9,0.609,48.9,16.5,14.3,11.7,38.1,13.5,9.7,12.3,43.6,1,2,15,2,1,4,5,8,11,4,2,9,13,2005-06
1610612743,Denver Nuggets,5,1,4,0.2,48.0,15.6,14.8,12.8,38.0,13.6,12.6,7.2,39.2,14,14,1,14,14,5,2,6,12,5,7,1,7,2005-06
1610612765,Detroit Pistons,18,10,8,0.556,48.0,14.7,14.7,10.8,28.4,11.6,11.8,11.4,40.4,4,3,14,4,4,8,4,11,15,1,5,8,9,2005-06
1610612754,Indiana Pacers,6,2,4,0.333,48.0,12.7,10.0,8.2,27.7,19.0,13.0,14.2,36.7,10,10,1,10,12,13,13,14,16,16,10,13,6,2005-06
1610612746,Los Angeles Clippers,12,7,5,0.583,48.8,12.2,14.8,7.9,45.7,16.3,13.3,12.8,41.5,7,5,9,3,7,15,1,15,1,10,11,11,11,2005-06
1610612747,Los Angeles Lakers,7,3,4,0.429,49.4,13.4,13.1,4.4,45.1,16.9,7.6,12.6,40.9,9,9,1,9,9,11,8,16,2,11,1,10,10,2005-06
1610612763,Memphis Grizzlies,4,0,4,0.0,49.3,12.8,9.5,12.3,38.5,18.0,16.3,14.5,31.0,16,16,1,16,16,12,14,7,9,15,15,14,2,2005-06
1610612748,Miami Heat,23,16,7,0.696,48.2,15.3,11.4,11.3,42.5,17.7,11.4,13.4,32.1,1,1,13,1,2,6,11,9,5,13,4,12,3,2005-06
1610612749,Milwaukee Bucks,5,1,4,0.2,48.0,11.4,12.8,14.8,42.0,17.8,15.8,17.8,26.0,14,14,1,14,14,16,9,3,7,14,14,16,1,2005-06
1610612751,New Jersey Nets,11,5,6,0.455,48.0,17.9,11.9,15.9,36.5,14.3,9.8,9.8,35.1,8,8,10,8,8,3,10,1,13,6,3,4,5,2005-06
1610612756,Phoenix Suns,20,10,10,0.5,49.0,15.3,9.5,13.5,43.6,12.7,15.5,7.4,47.7,3,3,16,7,3,7,15,5,4,2,13,2,16,2005-06
1610612758,Sacramento Kings,6,2,4,0.333,48.8,14.2,14.2,10.0,40.3,14.7,12.2,9.8,42.3,10,10,1,10,11,9,6,12,8,8,6,5,12,2005-06
1610612759,San Antonio Spurs,13,7,6,0.538,49.2,13.8,10.2,9.5,44.9,14.5,12.8,10.0,40.0,5,5,10,5,5,10,12,13,3,7,9,6,8,2005-06
1610612764,Washington Wizards,6,2,4,0.333,49.7,19.3,13.7,14.0,38.3,13.2,17.7,14.5,47.3,10,10,1,10,10,1,7,4,10,3,16,14,15,2005-06
1610612741,Chicago Bulls,10,6,4,0.6,48.0,16.9,13.3,11.9,27.8,16.4,11.1,5.6,30.2,8,5,1,3,8,3,8,6,14,10,5,1,4,2006-07
1610612739,Cleveland Cavaliers,20,12,8,0.6,48.5,15.0,13.5,9.6,32.7,12.9,11.0,8.6,33.2,1,2,15,3,1,8,7,8,12,2,4,5,6,2006-07
1610612742,Dallas Mavericks,6,2,4,0.333,48.0,17.2,15.3,13.8,35.0,21.2,15.2,25.5,39.3,10,10,1,10,10,2,3,3,10,16,14,16,12,2006-07
1610612743,Denver Nuggets,5,1,4,0.2,48.0,13.4,15.4,7.0,40.0,18.2,12.8,7.8,42.0,12,12,1,12,12,13,2,14,6,14,9,3,14,2006-07
1610612765,Detroit Pistons,16,10,6,0.625,48.6,16.1,13.2,8.4,27.5,15.1,13.1,9.4,32.9,4,3,12,2,4,6,9,12,15,6,10,6,5,2006-07
1610612744,Golden State Warriors,11,5,6,0.455,48.5,24.1,13.7,21.7,38.0,17.4,17.5,13.7,42.2,6,8,12,8,6,1,5,1,8,12,16,11,15,2006-07
1610612745,Houston Rockets,7,3,4,0.429,48.0,11.9,10.0,6.0,31.4,13.4,12.7,7.7,37.4,9,9,1,9,9,16,13,15,13,3,8,2,10,2006-07
1610612747,Los Angeles Lakers,5,1,4,0.2,48.0,13.2,13.6,8.4,46.0,17.6,13.2,19.2,47.2,12,12,1,12,12,14,6,11,1,13,11,15,16,2006-07
1610612748,Miami Heat,4,0,4,0.0,48.0,14.3,7.8,5.0,41.0,20.0,12.3,14.0,28.5,14,14,1,14,14,11,15,16,5,15,6,12,3,2006-07
1610612751,New Jersey Nets,12,6,6,0.5,48.0,14.1,8.3,12.1,33.7,16.2,9.6,10.0,26.8,5,5,12,7,5,12,14,4,11,9,2,7,1,2006-07
1610612753,Orlando Magic,4,0,4,0.0,48.0,14.5,15.0,12.0,42.5,16.0,14.0,13.3,27.5,14,14,1,14,14,10,4,5,3,8,13,10,2,2006-07
1610612756,Phoenix Suns,11,6,5,0.545,48.0,16.8,11.8,17.6,44.0,14.5,12.3,8.3,41.1,6,5,11,5,7,4,10,2,2,5,7,4,13,2006-07
1610612759,San Antonio Spurs,20,16,4,0.8,48.0,15.0,11.1,8.3,38.8,15.7,13.7,10.6,39.2,1,1,1,1,2,8,12,13,7,7,12,9,11,2006-07
1610612761,Toronto Raptors,6,2,4,0.333,48.0,15.3,6.0,8.7,22.7,14.5,8.7,14.5,36.7,10,10,1,10,10,7,16,10,16,4,1,14,9,2006-07
1610612762,Utah Jazz,17,9,8,0.529,48.3,16.2,15.5,10.2,42.2,17.3,9.9,10.2,35.8,3,4,15,6,3,5,1,7,4,11,3,8,8,2006-07
1610612764,Washington Wizards,4,0,4,0.0,48.0,12.0,11.3,9.0,37.5,11.5,16.5,14.0,35.5,14,14,1,14,14,15,11,9,9,1,15,12,7,2006-07
1610612737,Atlanta Hawks,7,3,4,0.429,48.0,11.7,13.9,8.4,34.3,20.3,16.7,12.1,41.1,9,9,1,9,9,13,6,15,12,16,16,15,10,2007-08
1610612738,Boston Celtics,26,16,10,0.615,48.0,17.7,12.9,8.9,34.9,14.1,12.1,8.5,29.2,1,1,16,2,1,4,10,13,11,6,4,2,1,2007-08
1610612739,Cleveland Cavaliers,13,7,6,0.538,48.0,14.8,13.4,9.7,29.7,15.5,10.1,9.1,33.5,5,5,11,5,5,7,7,9,15,11,1,5,5,2007-08
1610612742,Dallas Mavericks,5,1,4,0.2,48.0,7.8,15.2,12.8,30.8,13.8,12.8,16.6,37.2,13,13,1,13,14,16,3,3,13,5,7,16,8,2007-08
1610612743,Denver Nuggets,4,0,4,0.0,48.0,15.5,15.0,16.3,52.0,19.3,10.8,9.0,48.5,16,16,1,16,16,6,4,1,1,14,2,4,16,2007-08
1610612765,Detroit Pistons,17,10,7,0.588,48.0,18.4,13.3,9.8,29.2,15.8,13.6,11.1,35.4,3,3,13,3,4,3,8,7,16,12,10,13,7,2007-08
1610612745,Houston Rockets,6,2,4,0.333,48.0,15.7,14.8,8.2,37.3,12.8,15.2,8.0,38.7,10,10,1,10,10,5,5,16,8,4,14,1,9,2007-08
1610612747,Los Angeles Lakers,21,14,7,0.667,48.2,14.3,11.6,9.4,43.0,15.3,13.2,10.9,42.5,2,2,13,1,2,10,14,11,4,10,9,12,12,2007-08
1610612740,New Orleans Hornets,12,7,5,0.583,48.0,13.7,12.4,12.7,38.8,8.3,11.9,9.3,30.5,6,5,9,4,7,11,12,4,7,1,3,6,2,2007-08
1610612753,Orlando Magic,10,5,5,0.5,48.0,11.0,12.0,11.2,39.2,19.9,13.1,11.3,31.0,8,8,9,7,8,15,13,5,5,15,8,14,3,2007-08
1610612755,Philadelphia 76ers,6,2,4,0.333,48.0,18.8,16.3,14.5,36.3,17.8,14.8,8.8,34.7,10,10,1,10,10,1,2,2,10,13,13,3,6,2007-08
1610612756,Phoenix Suns,5,1,4,0.2,50.0,12.4,12.8,9.6,43.2,14.8,12.6,10.2,48.4,13,13,1,13,13,12,11,10,3,8,6,9,15,2007-08
1610612759,San Antonio Spurs,17,9,8,0.529,48.6,11.4,9.2,8.9,36.9,12.8,12.2,9.4,42.1,3,4,15,6,3,14,16,12,9,3,5,7,11,2007-08
1610612761,Toronto Raptors,5,1,4,0.2,48.0,18.8,13.2,9.8,30.4,11.2,13.8,10.4,42.8,13,13,1,13,14,2,9,8,14,2,11,11,14,2007-08
1610612762,Utah Jazz,12,6,6,0.5,48.4,14.6,17.5,8.8,44.2,15.0,13.8,9.9,42.5,6,7,11,7,6,8,1,14,2,9,12,8,13,2007-08
1610612764,Washington Wizards,6,2,4,0.333,48.0,14.3,11.0,10.7,39.0,14.3,15.5,10.3,33.0,10,10,1,10,10,9,15,6,6,7,15,10,4,2007-08
1610612737,Atlanta Hawks,11,4,7,0.364,48.0,16.1,13.4,14.6,34.9,15.5,12.5,8.4,30.0,7,8,13,10,7,4,5,2,9,11,6,3,2,2008-09
1610612738,Boston Celtics,14,7,7,0.5,50.5,13.7,13.2,11.5,39.1,15.5,12.9,12.9,38.4,4,5,13,6,4,11,7,7,4,10,8,14,10,2008-09
1610612741,Chicago Bulls,7,3,4,0.429,53.0,15.4,13.3,14.9,38.0,15.7,17.6,11.7,45.1,9,9,1,8,9,5,6,1,5,12,16,12,16,2008-09
1610612739,Cleveland Cavaliers,14,10,4,0.714,48.4,14.6,11.8,11.8,35.7,14.4,11.2,10.6,30.4,4,3,1,1,5,8,10,6,7,6,3,8,4,2008-09
1610612742,Dallas Mavericks,10,5,5,0.5,48.0,14.1,13.1,10.4,31.4,15.2,11.5,13.9,41.6,8,7,10,6,8,10,8,10,13,8,4,15,13,2008-09
1610612743,Denver Nuggets,16,10,6,0.625,48.0,18.8,14.0,14.4,42.4,13.1,13.0,10.4,36.6,3,3,11,3,3,1,4,3,2,2,9,7,7,2008-09
1610612765,Detroit Pistons,4,0,4,0.0,48.0,10.5,10.0,8.0,24.5,14.8,10.3,11.3,30.0,16,16,1,16,16,15,14,12,16,7,2,9,2,2008-09
1610612745,Houston Rockets,13,7,6,0.538,48.0,12.8,14.5,5.1,35.7,16.2,13.3,10.2,38.8,6,5,11,5,6,13,1,16,8,13,11,6,12,2008-09
1610612747,Los Angeles Lakers,23,16,7,0.696,48.4,17.1,14.1,10.6,42.5,13.8,13.8,8.7,38.4,2,1,13,2,2,2,3,8,1,4,12,4,11,2008-09
1610612748,Miami Heat,7,3,4,0.429,48.0,14.4,11.6,6.1,26.6,15.4,14.4,16.0,37.7,9,9,1,8,10,9,12,15,15,9,14,16,9,2008-09
1610612740,New Orleans Hornets,5,1,4,0.2,48.0,9.8,10.2,12.4,30.4,25.6,11.8,12.8,37.6,13,13,1,13,13,16,13,5,14,16,5,13,8,2008-09
1610612753,Orlando Magic,24,13,11,0.542,48.6,15.2,11.7,10.0,37.8,13.9,9.9,11.6,36.6,1,2,16,4,1,6,11,11,6,5,1,11,6,2008-09
1610612755,Philadelphia 76ers,6,2,4,0.333,48.0,14.7,8.5,13.2,34.7,17.3,12.7,8.3,43.3,11,11,1,11,11,7,16,4,11,14,7,2,14,2008-09
1610612757,Portland Trail Blazers,6,2,4,0.333,48.0,13.5,12.0,6.8,34.0,12.5,14.0,5.3,33.0,11,11,1,11,11,12,9,14,12,1,13,1,5,2008-09
1610612759,San Antonio Spurs,5,1,4,0.2,48.0,12.4,9.2,8.0,34.8,13.2,13.0,9.0,27.6,13,13,1,13,13,14,15,12,10,3,9,5,1,2008-09
1610612762,Utah Jazz,5,1,4,0.2,48.0,16.6,14.2,10.6,40.8,18.0,15.0,11.4,43.6,13,13,1,13,13,3,2,9,3,15,15,10,15,2008-09
1610612737,Atlanta Hawks,11,4,7,0.364,48.0,12.9,14.2,10.5,35.1,15.6,13.9,9.2,38.5,5,6,14,9,5,13,5,10,10,11,11,3,9,2009-10
1610612738,Boston Celtics,24,15,9,0.625,48.2,17.1,10.3,13.1,37.8,16.0,12.3,8.3,37.3,1,2,16,3,1,3,13,7,7,14,9,2,5,2009-10
1610612766,Charlotte Bobcats,4,0,4,0.0,48.0,16.0,9.8,8.3,35.0,14.5,8.5,11.0,26.5,16,16,1,16,16,6,15,14,11,6,2,7,1,2009-10
1610612741,Chicago Bulls,5,1,4,0.2,48.0,13.4,15.4,15.8,37.6,8.6,10.0,15.2,38.0,14,14,1,14,14,12,1,1,8,1,3,15,7,2009-10
1610612739,Cleveland Cavaliers,11,6,5,0.545,48.0,12.2,9.5,12.9,40.4,15.7,15.6,14.4,40.2,5,5,10,5,5,15,16,8,5,12,15,14,12,2009-10
1610612742,Dallas Mavericks,6,2,4,0.333,48.0,14.5,11.5,14.7,34.7,15.0,14.5,12.7,41.0,10,10,1,10,10,9,11,4,13,9,13,10,14,2009-10
1610612743,Denver Nuggets,6,2,4,0.333,48.0,18.2,10.3,15.2,49.0,16.8,12.2,12.8,44.3,10,10,1,10,10,1,13,3,1,15,8,12,15,2009-10
1610612747,Los Angeles Lakers,23,16,7,0.696,48.0,14.4,15.3,7.0,41.5,13.3,12.0,11.9,38.4,2,1,14,2,2,11,2,15,4,4,6,9,8,2009-10
1610612748,Miami Heat,5,1,4,0.2,48.0,17.2,10.8,6.2,34.0,23.2,7.6,17.8,36.0,14,14,1,14,14,2,12,16,14,16,1,16,3,2009-10
1610612749,Milwaukee Bucks,7,3,4,0.429,48.0,14.9,14.1,8.4,37.1,13.9,13.3,11.9,37.1,9,9,1,6,9,7,6,13,9,5,10,8,4,2009-10
1610612760,Oklahoma City Thunder,6,2,4,0.333,48.0,12.2,14.8,15.3,33.7,13.0,14.5,5.7,40.7,10,10,1,10,10,16,4,2,15,3,13,1,13,2009-10
1610612753,Orlando Magic,14,10,4,0.714,48.4,16.1,11.9,10.3,34.7,14.7,10.7,10.0,32.6,4,3,1,1,4,5,10,12,12,8,4,4,2,2009-10
1610612756,Phoenix Suns,16,10,6,0.625,48.0,12.8,13.1,10.6,38.5,15.0,14.1,10.8,39.8,3,3,11,3,3,14,8,9,6,9,12,6,10,2009-10
1610612757,Portland Trail Blazers,6,2,4,0.333,48.0,14.5,15.2,10.3,33.0,11.0,17.2,10.5,40.0,10,10,1,10,10,9,3,11,16,2,16,5,11,2009-10
1610612759,San Antonio Spurs,10,4,6,0.4,48.0,14.6,12.3,14.0,42.6,14.6,11.3,14.0,37.4,7,6,11,7,7,8,9,5,3,7,5,13,6,2009-10
1610612762,Utah Jazz,10,4,6,0.4,48.0,16.4,13.1,13.1,45.4,15.8,12.0,12.8,49.0,7,6,11,7,7,4,7,6,2,13,6,11,16,2009-10
1610612737,Atlanta Hawks,12,6,6,0.5,48.0,13.2,10.7,9.8,36.0,13.8,13.8,11.2,39.8,6,6,11,7,6,12,13,13,9,5,9,8,11,2010-11
1610612738,Boston Celtics,9,5,4,0.556,48.6,16.9,10.9,12.3,33.8,19.2,13.4,8.3,35.3,8,7,1,4,8,5,12,5,15,15,8,2,8,2010-11
1610612741,Chicago Bulls,16,9,7,0.563,48.3,17.3,14.8,13.0,37.5,16.6,10.7,11.6,37.0,4,3,14,3,4,4,5,4,8,13,3,11,10,2010-11
1610612742,Dallas Mavericks,21,16,5,0.762,48.2,15.0,11.8,10.8,34.0,14.2,11.8,12.8,41.8,1,1,10,1,2,9,8,9,12,9,4,14,14,2010-11
1610612743,Denver Nuggets,5,1,4,0.2,48.0,12.6,10.2,11.4,34.0,12.0,15.6,11.2,30.4,13,13,1,13,13,14,14,8,12,3,14,9,1,2010-11
1610612754,Indiana Pacers,5,1,4,0.2,48.0,21.2,12.8,12.2,34.0,19.6,15.8,11.2,34.4,13,13,1,13,13,1,7,6,12,16,15,9,7,2010-11
1610612747,Los Angeles Lakers,10,4,6,0.4,48.0,13.7,13.7,9.3,44.4,13.9,8.4,10.6,35.8,7,8,11,8,7,10,6,15,2,7,1,7,9,2010-11
1610612763,Memphis Grizzlies,13,7,6,0.538,49.9,15.3,17.2,10.6,45.5,16.2,13.2,15.7,40.6,5,5,11,5,5,8,1,11,1,12,7,16,13,2010-11
1610612748,Miami Heat,21,14,7,0.667,48.5,16.5,11.3,10.8,35.6,15.9,12.6,13.6,34.2,1,2,14,2,1,6,10,9,11,10,5,15,6,2010-11
1610612740,New Orleans Hornets,6,2,4,0.333,48.0,15.8,9.0,9.5,38.0,13.5,15.3,8.3,42.7,9,9,1,9,10,7,16,14,6,4,13,2,15,2010-11
1610612752,New York Knicks,4,0,4,0.0,48.0,18.0,16.8,6.8,32.5,17.3,15.0,12.3,34.0,16,16,1,16,16,2,2,16,16,14,12,13,5,2010-11
1610612760,Oklahoma City Thunder,17,9,8,0.529,49.5,13.6,15.2,15.4,39.2,16.0,14.6,10.4,40.5,3,3,16,6,3,11,4,1,5,11,11,6,12,2010-11
1610612753,Orlando Magic,6,2,4,0.333,48.0,12.0,16.3,10.0,38.0,14.2,10.0,8.3,30.7,9,9,1,9,10,15,3,12,6,8,2,2,2,2010-11
1610612755,Philadelphia 76ers,5,1,4,0.2,48.0,11.2,11.6,13.4,36.0,11.8,15.8,9.8,32.0,13,13,1,13,13,16,9,2,9,2,15,5,3,2010-11
1610612757,Portland Trail Blazers,6,2,4,0.333,48.0,12.8,9.8,12.2,40.0,11.5,13.0,7.3,32.3,9,9,1,9,10,13,15,7,3,1,6,1,4,2010-11
1610612759,San Antonio Spurs,6,2,4,0.333,48.8,17.7,11.3,13.2,39.7,13.8,14.5,12.2,45.3,9,9,1,9,9,3,10,3,4,6,10,12,16,2010-11
1610612737,Atlanta Hawks,6,2,4,0.333,48.8,14.0,8.0,13.8,37.0,16.0,9.2,14.0,34.0,11,11,1,11,11,9,16,5,8,9,2,12,3,2011-12
1610612738,Boston Celtics,20,11,9,0.55,48.8,13.8,10.2,12.1,36.2,13.8,11.3,12.3,38.9,2,3,16,4,2,12,15,8,10,4,7,8,10,2011-12
1610612741,Chicago Bulls,6,2,4,0.333,48.0,12.0,14.2,11.2,31.7,17.8,10.7,17.7,31.3,11,11,1,11,12,16,6,12,15,13,4,14,1,2011-12
1610612742,Dallas Mavericks,4,0,4,0.0,48.0,15.3,11.3,8.3,32.0,16.5,6.5,13.5,35.0,15,15,1,15,15,7,12,14,14,10,1,9,4,2011-12
1610612743,Denver Nuggets,7,3,4,0.429,48.0,14.1,16.1,19.6,51.4,13.7,19.6,11.0,44.0,9,9,1,7,10,8,3,1,1,3,16,4,14,2011-12
1610612754,Indiana Pacers,11,6,5,0.545,48.5,15.8,16.5,11.6,39.1,14.7,12.3,8.5,36.5,7,6,10,5,7,5,2,9,7,7,9,1,6,2011-12
1610612746,Los Angeles Clippers,11,4,7,0.364,48.5,18.0,10.2,11.2,36.7,14.5,14.0,11.1,42.7,7,8,12,10,7,1,14,11,9,6,13,5,12,2011-12
1610612747,Los Angeles Lakers,12,5,7,0.417,48.0,13.2,17.1,9.2,43.5,15.3,15.0,19.6,47.2,6,7,12,9,6,15,1,13,3,8,14,15,15,2011-12
1610612763,Memphis Grizzlies,7,3,4,0.429,48.7,15.9,15.1,11.3,40.6,16.7,10.6,11.7,36.6,9,9,1,7,9,4,4,10,5,11,3,6,7,2011-12
1610612748,Miami Heat,23,16,7,0.696,48.4,16.8,12.3,12.6,41.7,13.3,12.8,10.3,38.3,1,1,12,2,1,2,8,7,4,2,11,3,9,2011-12
1610612752,New York Knicks,5,1,4,0.2,48.0,13.8,11.4,5.8,34.0,22.6,13.2,13.8,36.0,13,13,1,13,14,11,11,15,13,16,12,10,5,2011-12
1610612760,Oklahoma City Thunder,20,13,7,0.65,48.0,16.6,10.8,16.4,39.2,13.9,12.6,8.8,40.5,2,2,12,3,3,3,13,2,6,5,10,2,11,2011-12
1610612753,Orlando Magic,5,1,4,0.2,49.0,13.4,13.2,2.6,28.0,19.0,18.2,13.8,43.2,13,13,1,13,13,13,7,16,16,14,15,10,13,2011-12
1610612755,Philadelphia 76ers,13,7,6,0.538,48.0,15.7,11.8,14.3,34.8,12.8,11.1,11.8,32.6,5,5,11,6,5,6,10,4,12,1,6,7,2,2011-12
1610612759,San Antonio Spurs,14,10,4,0.714,48.0,13.9,12.1,12.8,44.9,17.4,11.5,14.6,37.0,4,4,1,1,4,10,9,6,2,12,8,13,8,2011-12
1610612762,Utah Jazz,4,0,4,0.0,48.0,13.3,14.3,16.3,35.5,19.0,10.8,20.8,50.0,15,15,1,15,15,14,5,3,11,14,5,16,16,2011-12
1610612737,Atlanta Hawks,6,2,4,0.333,48.0,14.8,10.7,11.7,35.7,11.0,12.2,7.5,40.3,10,10,1,10,11,9,14,8,14,1,5,1,8,2012-13
1610612738,Boston Celtics,6,2,4,0.333,48.8,12.5,7.3,13.2,29.3,18.7,10.3,8.0,31.3,10,10,1,10,10,13,16,5,16,14,2,2,1,2012-13
1610612751,Brooklyn Nets,7,3,4,0.429,50.1,15.4,11.6,13.4,45.4,13.9,13.6,8.6,41.4,9,9,1,8,9,7,12,2,2,5,9,3,11,2012-13
1610612741,Chicago Bulls,12,5,7,0.417,49.3,12.8,13.3,7.0,37.2,17.8,10.8,13.0,41.7,5,7,13,9,5,12,7,14,12,12,4,13,12,2012-13
1610612743,Denver Nuggets,6,2,4,0.333,48.0,19.8,15.0,13.3,47.3,17.7,15.5,14.0,41.3,10,10,1,10,11,2,2,4,1,11,14,14,10,2012-13
1610612744,Golden State Warriors,12,6,6,0.5,49.3,14.1,14.8,11.1,39.7,18.7,13.8,12.5,43.0,5,5,9,5,5,11,3,11,8,14,11,12,14,2012-13
1610612745,Houston Rockets,6,2,4,0.333,48.0,14.2,14.2,14.5,40.0,19.8,14.5,14.7,37.0,10,10,1,10,11,10,5,1,7,16,13,15,4,2012-13
1610612754,Indiana Pacers,19,11,8,0.579,48.3,12.3,15.3,7.2,39.5,17.2,12.8,8.9,35.4,3,3,16,3,3,14,1,13,9,10,7,6,3,2012-13
1610612746,Los Angeles Clippers,6,2,4,0.333,48.0,12.2,10.8,11.3,42.7,13.7,16.7,12.2,44.3,10,10,1,10,11,15,13,9,4,4,15,10,15,2012-13
1610612747,Los Angeles Lakers,4,0,4,0.0,48.0,10.0,12.0,5.8,44.5,18.3,10.5,18.0,42.5,15,15,1,15,15,16,10,16,3,13,3,16,13,2012-13
1610612763,Memphis Grizzlies,15,8,7,0.533,49.0,17.1,14.5,10.1,40.1,12.3,10.2,11.6,40.9,4,4,13,4,4,5,4,12,6,2,1,8,9,2012-13
1610612748,Miami Heat,23,16,7,0.696,48.4,18.4,13.7,11.1,39.0,13.9,13.9,8.8,39.3,1,1,13,2,1,3,6,10,10,6,12,5,7,2012-13
1610612749,Milwaukee Bucks,4,0,4,0.0,48.0,22.0,10.5,12.3,38.5,16.5,19.0,12.3,46.0,15,15,1,15,15,1,15,7,11,9,16,11,16,2012-13
1610612752,New York Knicks,12,6,6,0.5,48.4,17.9,12.5,6.3,31.3,12.8,12.7,9.3,33.7,5,5,9,5,7,4,9,15,15,3,6,7,2,2012-13
1610612760,Oklahoma City Thunder,11,5,6,0.455,48.5,15.9,11.9,13.4,36.4,16.3,13.4,11.6,39.3,8,7,9,7,8,6,11,3,13,8,8,9,6,2012-13
1610612759,San Antonio Spurs,21,15,6,0.714,49.4,15.2,12.6,12.3,42.7,14.4,13.7,8.7,38.7,2,2,9,1,2,8,8,6,4,7,10,4,5,2012-13
1610612737,Atlanta Hawks,7,3,4,0.429,48.0,15.9,9.4,10.4,27.1,17.4,10.7,9.7,37.7,9,9,1,8,10,5,16,10,16,12,3,5,5,2013-14
1610612751,Brooklyn Nets,12,5,7,0.417,48.0,13.2,12.1,8.6,39.3,12.8,9.6,8.6,38.2,6,7,11,13,6,13,9,15,8,1,1,2,6,2013-14
1610612766,Charlotte Bobcats,4,0,4,0.0,48.0,9.3,9.8,9.0,36.5,19.8,11.5,9.3,38.5,16,16,1,16,16,16,14,13,12,16,7,4,8,2013-14
1610612741,Chicago Bulls,5,1,4,0.2,49.0,11.2,14.6,5.2,35.2,17.4,11.6,13.6,34.4,15,15,1,15,15,15,4,16,14,11,9,11,3,2013-14
1610612742,Dallas Mavericks,7,3,4,0.429,48.0,14.9,12.7,11.4,36.9,14.0,10.4,13.4,45.4,9,9,1,8,10,9,6,8,11,6,2,10,14,2013-14
1610612744,Golden State Warriors,7,3,4,0.429,48.0,15.3,14.7,16.4,46.6,19.7,12.1,17.6,40.3,9,9,1,8,10,8,3,1,3,15,12,15,11,2013-14
1610612745,Houston Rockets,6,2,4,0.333,50.5,13.8,20.3,12.2,55.3,17.8,16.0,14.0,39.0,14,14,1,14,14,10,1,6,1,13,15,12,10,2013-14
