TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PCT_FGA_2PT_RANK,PCT_FGA_3PT_RANK,PCT_PTS_2PT_RANK,PCT_PTS_2PT_MR_RANK,PCT_PTS_3PT_RANK,PCT_PTS_FB_RANK,PCT_PTS_FT_RANK,PCT_PTS_OFF_TOV_RANK,PCT_PTS_PAINT_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,SEASON
1610612765,Detroit Pistons,10,4,6,0.4,48.0,0.693,0.307,0.516,0.198,0.289,0.169,0.195,0.189,0.318,0.537,0.463,0.9,0.1,0.636,0.364,5,5,12,7,8,16,1,16,12,1,2,11,2,15,8,9,6,11,5,12,2001-02
1610612754,Indiana Pacers,5,2,3,0.4,50.0,0.845,0.155,0.655,0.332,0.157,0.122,0.188,0.188,0.323,0.587,0.413,0.75,0.25,0.609,0.391,9,9,1,7,2,5,12,5,2,8,11,14,3,14,4,13,13,4,6,11,2001-02
1610612747,Los Angeles Lakers,19,15,4,0.789,48.3,0.776,0.224,0.606,0.162,0.187,0.087,0.207,0.157,0.443,0.48,0.52,0.888,0.112,0.549,0.451,2,1,9,1,7,13,4,11,15,5,16,9,11,1,12,5,7,10,12,5,2001-02
1610612750,Minnesota Timberwolves,3,0,3,0.0,48.0,0.844,0.156,0.608,0.203,0.147,0.18,0.245,0.085,0.405,0.419,0.581,0.6,0.4,0.444,0.556,15,15,1,15,8,6,11,10,11,10,1,3,16,7,16,1,16,1,16,1,2001-02
1610612751,New Jersey Nets,20,11,9,0.55,48.5,0.824,0.176,0.665,0.248,0.131,0.149,0.205,0.165,0.417,0.554,0.446,0.904,0.096,0.594,0.406,1,2,16,4,6,7,10,4,7,14,5,10,7,3,6,11,5,12,7,10,2001-02
1610612753,Orlando Magic,4,1,3,0.25,50.5,0.79,0.21,0.619,0.288,0.136,0.149,0.245,0.152,0.331,0.534,0.466,0.941,0.059,0.586,0.414,13,13,1,13,1,11,6,7,3,12,4,2,12,13,9,8,2,15,8,9,2001-02
1610612755,Philadelphia 76ers,5,2,3,0.4,48.0,0.823,0.177,0.593,0.288,0.135,0.133,0.272,0.157,0.306,0.614,0.386,0.8,0.2,0.638,0.362,9,9,1,7,8,8,9,12,4,13,8,1,10,16,3,14,10,7,4,13,2001-02
1610612757,Portland Trail Blazers,3,0,3,0.0,48.0,0.78,0.22,0.54,0.153,0.219,0.117,0.241,0.161,0.387,0.581,0.419,0.95,0.05,0.66,0.34,15,15,1,15,8,12,5,15,16,4,12,5,9,9,5,12,1,16,2,15,2001-02
1610612758,Sacramento Kings,16,10,6,0.625,48.6,0.804,0.196,0.632,0.215,0.148,0.122,0.22,0.162,0.417,0.501,0.499,0.925,0.075,0.558,0.442,3,3,12,2,4,10,7,6,8,9,10,7,8,4,11,6,3,14,11,6,2001-02
1610612759,San Antonio Spurs,10,4,6,0.4,48.0,0.807,0.193,0.613,0.189,0.165,0.095,0.223,0.123,0.424,0.452,0.548,0.86,0.14,0.514,0.486,5,5,12,7,8,9,8,9,13,7,15,6,14,2,13,4,8,9,13,4,2001-02
1610612760,Seattle SuperSonics,5,2,3,0.4,48.0,0.847,0.153,0.682,0.278,0.167,0.109,0.151,0.086,0.404,0.442,0.558,0.917,0.083,0.509,0.491,9,9,1,7,8,4,13,2,5,6,13,16,15,8,15,2,4,13,14,3,2001-02
1610612761,Toronto Raptors,5,2,3,0.4,48.0,0.863,0.137,0.697,0.339,0.122,0.158,0.181,0.184,0.358,0.63,0.37,0.765,0.235,0.644,0.356,9,9,1,7,8,1,16,1,1,15,3,15,4,12,2,15,12,5,3,14,2001-02
1610612762,Utah Jazz,4,1,3,0.25,48.0,0.855,0.145,0.67,0.261,0.119,0.128,0.21,0.224,0.409,0.678,0.322,0.857,0.143,0.697,0.303,13,13,1,13,8,2,15,3,6,16,9,8,1,6,1,16,9,8,1,16,2001-02
1610612738,Boston Celtics,10,4,6,0.4,49.5,0.693,0.307,0.524,0.173,0.273,0.089,0.203,0.166,0.351,0.544,0.456,0.837,0.163,0.62,0.38,8,8,10,10,1,16,1,15,15,1,14,11,8,13,8,9,5,12,5,12,2002-03
1610612742,Dallas Mavericks,20,10,10,0.5,48.5,0.731,0.269,0.567,0.188,0.265,0.144,0.168,0.158,0.378,0.449,0.551,0.777,0.223,0.527,0.473,2,3,16,4,10,15,2,13,12,2,3,16,10,10,15,2,10,7,14,3,2002-03
1610612765,Detroit Pistons,17,8,9,0.471,48.6,0.742,0.258,0.523,0.213,0.224,0.082,0.253,0.195,0.31,0.543,0.458,0.746,0.254,0.588,0.412,4,4,15,7,9,14,3,16,7,3,15,3,2,16,9,8,13,4,8,9,2002-03
1610612754,Indiana Pacers,6,2,4,0.333,48.8,0.773,0.227,0.548,0.186,0.17,0.124,0.282,0.139,0.362,0.633,0.367,0.774,0.226,0.657,0.343,11,11,1,11,2,12,5,14,13,10,5,1,15,12,1,16,11,6,1,16,2002-03
1610612747,Los Angeles Lakers,12,6,6,0.5,48.4,0.76,0.24,0.603,0.209,0.212,0.091,0.185,0.148,0.394,0.515,0.485,0.753,0.247,0.56,0.44,5,6,10,4,11,13,4,7,8,4,13,15,12,9,11,6,12,5,12,5,2002-03
1610612749,Milwaukee Bucks,6,2,4,0.333,48.8,0.786,0.214,0.617,0.249,0.194,0.109,0.189,0.182,0.368,0.481,0.519,0.895,0.105,0.553,0.447,11,11,1,11,2,7,10,6,4,6,9,13,5,11,14,3,3,14,13,4,2002-03
1610612750,Minnesota Timberwolves,6,2,4,0.333,48.8,0.827,0.173,0.653,0.322,0.139,0.081,0.207,0.146,0.332,0.579,0.421,0.643,0.357,0.587,0.413,11,11,1,11,2,4,13,2,1,14,16,10,13,15,5,12,16,1,9,8,2002-03
1610612751,New Jersey Nets,20,14,6,0.7,48.8,0.835,0.165,0.631,0.209,0.149,0.182,0.22,0.175,0.422,0.585,0.415,0.86,0.14,0.623,0.377,2,2,10,1,8,3,14,5,9,13,1,7,6,3,4,13,4,13,3,14,2002-03
1610612740,New Orleans Hornets,6,2,4,0.333,48.0,0.778,0.222,0.592,0.197,0.205,0.12,0.203,0.199,0.395,0.558,0.442,0.737,0.263,0.591,0.409,11,11,1,11,13,10,7,11,10,5,7,12,1,8,6,11,14,3,7,10,2002-03
1610612753,Orlando Magic,7,3,4,0.429,48.0,0.777,0.223,0.591,0.245,0.176,0.122,0.233,0.163,0.346,0.486,0.514,0.667,0.333,0.516,0.484,9,9,1,8,13,11,6,12,5,9,6,4,9,14,13,4,15,2,15,2,2002-03
1610612755,Philadelphia 76ers,12,6,6,0.5,48.8,0.859,0.141,0.65,0.253,0.122,0.128,0.228,0.174,0.396,0.535,0.465,0.778,0.222,0.562,0.438,5,6,10,4,2,2,15,3,3,15,4,6,7,7,10,7,8,8,11,6,2002-03
1610612756,Phoenix Suns,6,2,4,0.333,48.8,0.813,0.187,0.65,0.215,0.164,0.098,0.186,0.194,0.434,0.446,0.554,0.821,0.179,0.5,0.5,11,11,1,11,2,5,12,4,6,12,12,14,3,1,16,1,6,11,16,1,2002-03
1610612757,Portland Trail Blazers,7,3,4,0.429,48.0,0.785,0.215,0.595,0.186,0.186,0.111,0.219,0.134,0.409,0.602,0.398,0.818,0.182,0.639,0.361,9,9,1,8,13,8,9,10,14,8,8,8,16,4,3,14,7,10,2,15,2002-03
1610612758,Sacramento Kings,12,7,5,0.583,48.8,0.785,0.215,0.602,0.196,0.188,0.145,0.21,0.151,0.406,0.508,0.492,0.901,0.099,0.575,0.425,5,5,9,3,2,9,8,8,11,7,2,9,11,5,12,5,2,15,10,7,2002-03
1610612759,San Antonio Spurs,24,16,8,0.667,48.2,0.802,0.198,0.601,0.172,0.169,0.107,0.23,0.183,0.429,0.545,0.455,0.969,0.031,0.612,0.388,1,1,14,2,12,6,11,9,16,11,10,5,4,2,7,10,1,16,6,11,2002-03
1610612762,Utah Jazz,5,1,4,0.2,48.0,0.913,0.087,0.688,0.288,0.058,0.101,0.254,0.142,0.4,0.613,0.387,0.778,0.222,0.621,0.379,16,16,1,16,13,1,16,1,2,16,11,2,14,6,2,15,8,8,4,13,2002-03
1610612738,Boston Celtics,4,0,4,0.0,48.0,0.777,0.223,0.556,0.195,0.186,0.225,0.257,0.172,0.361,0.553,0.447,0.857,0.143,0.609,0.391,14,14,1,14,7,12,5,16,13,5,1,1,11,14,8,9,8,9,8,9,2003-04
1610612742,Dallas Mavericks,5,1,4,0.2,48.0,0.82,0.18,0.667,0.217,0.151,0.139,0.183,0.153,0.45,0.488,0.512,0.88,0.12,0.539,0.461,10,10,1,10,7,4,13,2,10,12,5,14,14,2,14,3,6,11,14,3,2003-04
1610612743,Denver Nuggets,5,1,4,0.2,48.0,0.851,0.149,0.724,0.291,0.146,0.155,0.13,0.227,0.433,0.53,0.47,0.682,0.318,0.548,0.452,10,10,1,10,7,1,16,1,2,13,3,16,2,3,9,8,16,1,12,5,2003-04
1610612765,Detroit Pistons,23,16,7,0.696,48.9,0.818,0.182,0.624,0.225,0.145,0.136,0.231,0.183,0.399,0.595,0.405,0.773,0.227,0.619,0.381,1,1,13,1,3,6,11,9,9,14,6,3,6,7,6,11,14,3,7,10,2003-04
1610612745,Houston Rockets,5,1,4,0.2,49.0,0.796,0.204,0.643,0.236,0.163,0.104,0.194,0.121,0.407,0.493,0.507,0.826,0.174,0.541,0.459,10,10,1,10,2,10,7,5,7,9,11,12,16,6,13,4,10,6,13,4,2003-04
1610612754,Indiana Pacers,16,10,6,0.625,48.0,0.763,0.237,0.579,0.186,0.208,0.092,0.213,0.175,0.393,0.508,0.492,0.895,0.105,0.582,0.418,4,3,12,3,7,14,3,15,14,3,14,7,9,10,12,5,5,12,9,8,2003-04
1610612747,Los Angeles Lakers,22,13,9,0.591,48.5,0.793,0.207,0.637,0.206,0.169,0.103,0.194,0.174,0.431,0.639,0.361,0.945,0.055,0.685,0.315,2,2,16,5,4,11,6,7,11,7,12,11,10,4,1,16,1,16,1,16,2003-04
1610612763,Memphis Grizzlies,4,0,4,0.0,48.0,0.824,0.176,0.647,0.162,0.135,0.129,0.219,0.195,0.485,0.407,0.593,0.933,0.067,0.472,0.528,14,14,1,14,7,2,15,3,16,15,7,5,4,1,16,1,3,14,16,1,2003-04
1610612748,Miami Heat,13,6,7,0.462,48.0,0.821,0.179,0.639,0.251,0.132,0.149,0.23,0.186,0.388,0.479,0.521,0.938,0.063,0.534,0.466,5,7,13,8,7,3,14,6,4,16,4,4,5,11,15,2,2,15,15,2,2003-04
1610612749,Milwaukee Bucks,5,1,4,0.2,48.0,0.815,0.185,0.645,0.257,0.168,0.129,0.187,0.154,0.388,0.601,0.399,0.833,0.167,0.636,0.364,10,10,1,10,7,7,10,4,3,8,8,13,13,12,5,12,9,8,5,12,2003-04
1610612750,Minnesota Timberwolves,18,10,8,0.556,48.3,0.802,0.198,0.61,0.305,0.192,0.109,0.198,0.15,0.306,0.519,0.481,0.802,0.198,0.568,0.432,3,3,15,7,6,8,9,11,1,4,10,10,15,16,10,7,13,4,11,6,2003-04
1610612751,New Jersey Nets,11,7,4,0.636,49.4,0.775,0.225,0.598,0.179,0.152,0.209,0.251,0.196,0.419,0.628,0.372,0.878,0.122,0.664,0.336,7,5,1,2,1,13,4,12,15,11,2,2,3,5,2,15,7,10,2,15,2003-04
1610612740,New Orleans Hornets,7,3,4,0.429,48.0,0.757,0.243,0.582,0.241,0.218,0.083,0.2,0.179,0.34,0.622,0.378,0.805,0.195,0.659,0.341,9,9,1,9,7,15,2,14,6,2,15,8,8,15,3,14,12,5,3,14,2003-04
1610612752,New York Knicks,4,0,4,0.0,48.0,0.819,0.181,0.631,0.232,0.152,0.071,0.217,0.235,0.399,0.613,0.387,0.765,0.235,0.634,0.366,14,14,1,14,7,5,12,8,8,10,16,6,1,8,4,13,15,2,6,11,2003-04
1610612758,Sacramento Kings,12,7,5,0.583,48.4,0.798,0.202,0.618,0.249,0.184,0.112,0.198,0.158,0.37,0.592,0.408,0.929,0.071,0.648,0.352,6,5,11,6,5,9,8,10,5,6,9,9,12,13,7,10,4,13,4,13,2003-04
1610612759,San Antonio Spurs,10,6,4,0.6,48.0,0.752,0.248,0.596,0.197,0.232,0.096,0.172,0.18,0.399,0.515,0.485,0.826,0.174,0.579,0.421,8,7,1,4,7,16,1,13,12,1,13,15,7,9,11,6,10,6,10,7,2003-04
1610612738,Boston Celtics,7,3,4,0.429,48.7,0.8,0.2,0.638,0.186,0.166,0.103,0.195,0.199,0.453,0.439,0.561,0.882,0.118,0.504,0.496,9,9,1,8,4,3,14,4,12,13,11,11,2,2,11,6,5,12,11,6,2004-05
1610612741,Chicago Bulls,6,2,4,0.333,48.0,0.726,0.274,0.517,0.176,0.263,0.086,0.22,0.153,0.341,0.56,0.44,0.759,0.241,0.61,0.39,11,11,1,11,11,16,1,16,14,1,15,6,9,15,1,16,15,2,3,14,2004-05
1610612742,Dallas Mavericks,13,6,7,0.462,48.4,0.793,0.207,0.598,0.244,0.189,0.132,0.213,0.162,0.354,0.391,0.609,0.779,0.221,0.459,0.541,5,5,13,6,8,5,12,9,4,9,5,7,7,14,16,1,12,5,15,2,2004-05
1610612743,Denver Nuggets,5,1,4,0.2,49.0,0.893,0.107,0.678,0.231,0.073,0.146,0.248,0.193,0.448,0.471,0.529,0.909,0.091,0.5,0.5,12,12,1,12,2,1,16,1,5,16,3,1,4,3,6,11,2,15,12,5,2004-05
1610612765,Detroit Pistons,25,15,10,0.6,48.4,0.824,0.176,0.664,0.279,0.15,0.13,0.186,0.18,0.385,0.555,0.445,0.85,0.15,0.593,0.407,1,2,16,3,7,2,15,2,1,14,6,13,6,8,4,13,8,9,4,13,2004-05
1610612745,Houston Rockets,7,3,4,0.429,48.0,0.764,0.236,0.571,0.19,0.22,0.11,0.209,0.146,0.381,0.446,0.554,0.78,0.22,0.514,0.486,9,9,1,8,11,10,7,12,9,5,9,9,11,9,9,8,11,6,9,8,2004-05
1610612754,Indiana Pacers,13,6,7,0.462,48.4,0.757,0.243,0.553,0.229,0.201,0.09,0.246,0.185,0.324,0.56,0.44,0.89,0.11,0.624,0.376,5,5,13,6,8,13,4,15,6,7,14,2,5,16,3,14,4,13,2,15,2004-05
1610612763,Memphis Grizzlies,4,0,4,0.0,48.0,0.775,0.225,0.657,0.19,0.226,0.095,0.117,0.131,0.467,0.444,0.556,0.774,0.226,0.506,0.494,15,15,1,15,11,7,10,3,10,3,13,16,15,1,10,7,13,4,10,7,2004-05
1610612748,Miami Heat,15,11,4,0.733,48.7,0.789,0.211,0.612,0.199,0.184,0.134,0.204,0.134,0.414,0.464,0.536,0.833,0.167,0.526,0.474,3,3,1,1,5,6,11,8,8,10,4,10,13,7,8,9,9,8,8,9,2004-05
1610612751,New Jersey Nets,4,0,4,0.0,50.5,0.746,0.254,0.563,0.186,0.194,0.124,0.243,0.16,0.377,0.56,0.44,0.96,0.04,0.634,0.366,15,15,1,15,1,15,2,14,11,8,7,4,8,10,2,15,1,16,1,16,2004-05
1610612755,Philadelphia 76ers,5,1,4,0.2,49.0,0.756,0.244,0.621,0.26,0.218,0.152,0.161,0.196,0.361,0.518,0.482,0.788,0.212,0.569,0.431,12,12,1,12,2,14,3,7,3,6,2,15,3,13,5,12,10,7,5,12,2004-05
1610612756,Phoenix Suns,15,9,6,0.6,48.3,0.767,0.233,0.593,0.158,0.23,0.156,0.177,0.122,0.435,0.392,0.608,0.868,0.132,0.49,0.51,3,4,11,3,10,9,8,10,15,2,1,14,16,6,15,2,6,11,14,3,2004-05
1610612758,Sacramento Kings,5,1,4,0.2,48.0,0.759,0.241,0.638,0.27,0.17,0.11,0.192,0.147,0.368,0.466,0.534,0.862,0.138,0.526,0.474,12,12,1,12,11,12,5,5,2,11,10,12,10,12,7,10,7,10,7,10,2004-05
1610612759,San Antonio Spurs,23,16,7,0.696,48.4,0.76,0.24,0.569,0.131,0.221,0.096,0.21,0.145,0.438,0.434,0.566,0.902,0.098,0.53,0.47,2,1,13,2,6,11,6,13,16,4,12,8,12,4,13,4,3,14,6,11,2004-05
1610612760,Seattle SuperSonics,11,6,5,0.545,48.0,0.797,0.203,0.622,0.185,0.147,0.081,0.232,0.134,0.437,0.421,0.579,0.679,0.321,0.456,0.544,7,5,10,5,11,4,13,6,13,15,16,5,14,5,14,3,16,1,16,1,2004-05
1610612764,Washington Wizards,10,4,6,0.4,48.0,0.772,0.228,0.588,0.215,0.167,0.122,0.245,0.199,0.373,0.437,0.563,0.768,0.232,0.49,0.51,8,8,11,10,11,8,9,11,7,12,8,3,1,11,12,5,14,3,13,4,2004-05
1610612741,Chicago Bulls,6,2,4,0.333,48.0,0.74,0.26,0.532,0.224,0.239,0.156,0.229,0.195,0.308,0.452,0.548,0.83,0.17,0.539,0.461,10,10,1,10,11,13,4,16,8,2,2,5,1,16,9,8,9,8,7,10,2005-06
1610612739,Cleveland Cavaliers,13,7,6,0.538,48.8,0.828,0.172,0.65,0.18,0.14,0.124,0.209,0.136,0.47,0.455,0.545,0.655,0.345,0.481,0.519,5,5,10,5,9,4,13,4,11,13,8,12,12,1,8,9,16,1,11,6,2005-06
1610612742,Dallas Mavericks,23,14,9,0.609,48.9,0.812,0.188,0.629,0.247,0.144,0.118,0.228,0.166,0.382,0.347,0.653,0.918,0.082,0.422,0.578,1,2,15,2,6,6,11,5,1,12,10,7,5,12,16,1,3,14,16,1,2005-06
1610612743,Denver Nuggets,5,1,4,0.2,48.0,0.841,0.159,0.677,0.243,0.103,0.146,0.22,0.178,0.435,0.581,0.419,0.867,0.133,0.607,0.393,14,14,1,14,11,3,14,1,2,16,4,9,4,6,2,15,6,10,2,15,2005-06
1610612765,Detroit Pistons,18,10,8,0.556,48.0,0.751,0.249,0.55,0.24,0.225,0.118,0.224,0.161,0.31,0.526,0.474,0.782,0.218,0.581,0.419,4,3,14,4,11,11,6,14,3,3,9,8,6,14,3,14,12,5,4,13,2005-06
1610612754,Indiana Pacers,6,2,4,0.333,48.0,0.723,0.277,0.549,0.239,0.224,0.091,0.228,0.142,0.31,0.503,0.497,0.825,0.175,0.572,0.428,10,10,1,10,11,15,2,15,4,4,14,6,11,15,5,12,10,7,5,12,2005-06
1610612746,Los Angeles Clippers,12,7,5,0.583,48.8,0.852,0.148,0.666,0.233,0.128,0.075,0.207,0.115,0.432,0.481,0.519,0.852,0.148,0.523,0.477,7,5,9,3,7,1,16,3,6,15,15,13,16,7,7,10,8,9,8,9,2005-06
1610612747,Los Angeles Lakers,7,3,4,0.429,49.4,0.742,0.258,0.608,0.159,0.213,0.044,0.179,0.134,0.449,0.388,0.612,0.74,0.26,0.455,0.545,9,9,1,9,2,12,5,8,14,5,16,14,14,3,15,2,15,2,14,3,2005-06
1610612763,Memphis Grizzlies,4,0,4,0.0,49.3,0.82,0.18,0.623,0.166,0.134,0.145,0.243,0.151,0.457,0.41,0.59,0.867,0.133,0.467,0.533,16,16,1,16,3,5,12,6,13,14,5,2,8,2,12,5,6,10,13,4,2005-06
1610612748,Miami Heat,23,16,7,0.696,48.2,0.736,0.264,0.592,0.15,0.198,0.117,0.21,0.159,0.442,0.417,0.583,0.884,0.116,0.502,0.498,1,1,13,1,10,14,3,10,16,6,11,11,7,4,11,6,4,13,9,8,2005-06
1610612749,Milwaukee Bucks,5,1,4,0.2,48.0,0.845,0.155,0.668,0.238,0.16,0.152,0.172,0.117,0.43,0.515,0.485,0.808,0.192,0.556,0.444,14,14,1,14,11,2,15,2,5,10,3,15,15,8,4,13,11,6,6,11,2005-06
1610612751,New Jersey Nets,11,5,6,0.455,48.0,0.77,0.23,0.614,0.226,0.171,0.169,0.215,0.19,0.388,0.591,0.409,0.932,0.068,0.645,0.355,8,8,10,8,11,9,8,7,7,9,1,10,3,11,1,16,1,16,1,16,2005-06
1610612756,Phoenix Suns,20,10,10,0.5,49.0,0.717,0.283,0.576,0.169,0.257,0.126,0.167,0.143,0.407,0.496,0.504,0.88,0.12,0.584,0.416,3,3,16,7,5,16,1,12,12,1,7,16,10,10,6,11,5,12,3,14,2005-06
1610612758,Sacramento Kings,6,2,4,0.333,48.8,0.8,0.2,0.606,0.192,0.159,0.103,0.235,0.146,0.414,0.39,0.61,0.742,0.258,0.442,0.558,10,10,1,10,7,7,10,9,10,11,12,3,9,9,14,3,14,3,15,2,2005-06
1610612759,San Antonio Spurs,13,7,6,0.538,49.2,0.793,0.207,0.591,0.155,0.175,0.093,0.234,0.134,0.436,0.391,0.609,0.923,0.077,0.479,0.521,5,5,10,5,4,8,9,11,15,8,13,4,13,5,13,4,2,15,12,5,2005-06
1610612764,Washington Wizards,6,2,4,0.333,49.7,0.756,0.244,0.574,0.197,0.182,0.138,0.244,0.19,0.377,0.44,0.56,0.757,0.243,0.495,0.505,10,10,1,10,1,10,7,13,9,7,6,1,2,13,10,7,13,4,10,7,2005-06
1610612741,Chicago Bulls,10,6,4,0.6,48.0,0.78,0.22,0.576,0.275,0.192,0.129,0.233,0.183,0.301,0.594,0.406,0.814,0.186,0.634,0.366,8,5,1,3,5,7,10,12,3,9,6,3,2,15,2,15,13,4,2,15,2006-07
1610612739,Cleveland Cavaliers,20,12,8,0.6,48.5,0.783,0.217,0.601,0.233,0.182,0.108,0.216,0.169,0.368,0.487,0.513,0.833,0.167,0.545,0.455,1,2,15,3,2,5,12,8,5,12,7,6,5,10,8,9,11,6,9,8,2006-07
1610612742,Dallas Mavericks,6,2,4,0.333,48.0,0.726,0.274,0.552,0.196,0.213,0.14,0.235,0.174,0.355,0.423,0.577,0.905,0.095,0.522,0.478,10,10,1,10,5,13,4,14,9,5,3,2,4,13,13,4,7,10,12,5,2006-07
1610612743,Denver Nuggets,5,1,4,0.2,48.0,0.819,0.181,0.658,0.204,0.156,0.079,0.186,0.152,0.454,0.476,0.524,0.826,0.174,0.524,0.476,12,12,1,12,5,3,14,2,7,14,14,12,13,4,9,8,12,5,11,6,2006-07
1610612765,Detroit Pistons,16,10,6,0.625,48.6,0.781,0.219,0.588,0.287,0.191,0.092,0.221,0.176,0.301,0.567,0.433,0.839,0.161,0.616,0.384,4,3,12,2,1,6,11,10,2,10,11,5,3,14,3,14,10,7,3,14,2006-07
1610612744,Golden State Warriors,11,5,6,0.455,48.5,0.618,0.382,0.477,0.121,0.312,0.204,0.211,0.226,0.356,0.329,0.671,0.795,0.205,0.47,0.53,6,8,12,8,3,16,1,16,16,1,1,8,1,12,16,1,14,3,15,2,2006-07
1610612745,Houston Rockets,7,3,4,0.429,48.0,0.692,0.308,0.517,0.157,0.245,0.069,0.237,0.136,0.36,0.532,0.468,0.86,0.14,0.611,0.389,9,9,1,9,5,15,2,15,15,3,15,1,14,11,6,11,9,8,4,13,2006-07
1610612747,Los Angeles Lakers,5,1,4,0.2,48.0,0.77,0.23,0.645,0.176,0.196,0.086,0.159,0.135,0.469,0.329,0.671,0.625,0.375,0.379,0.621,12,12,1,12,5,10,7,4,12,8,13,16,15,2,15,2,16,1,16,1,2006-07
1610612748,Miami Heat,4,0,4,0.0,48.0,0.773,0.227,0.625,0.163,0.186,0.056,0.189,0.161,0.462,0.441,0.559,1.0,0.0,0.534,0.466,14,14,1,14,5,8,9,5,14,11,16,10,10,3,12,5,1,15,10,7,2006-07
1610612751,New Jersey Nets,12,6,6,0.5,48.0,0.716,0.284,0.553,0.179,0.255,0.134,0.192,0.156,0.373,0.625,0.375,0.967,0.033,0.706,0.294,5,5,12,7,5,14,3,13,11,2,5,9,12,9,1,16,3,14,1,16,2006-07
1610612753,Orlando Magic,4,0,4,0.0,48.0,0.9,0.1,0.727,0.244,0.085,0.136,0.188,0.165,0.483,0.492,0.508,0.9,0.1,0.522,0.478,14,14,1,14,5,1,16,1,4,16,4,11,8,1,7,10,8,9,13,4,2006-07
1610612756,Phoenix Suns,11,6,5,0.545,48.0,0.771,0.229,0.613,0.19,0.204,0.169,0.183,0.162,0.423,0.561,0.439,0.769,0.231,0.599,0.401,6,5,11,5,5,9,8,6,10,7,2,15,9,6,5,12,15,2,6,11,2006-07
1610612759,San Antonio Spurs,20,16,4,0.8,48.0,0.744,0.256,0.579,0.174,0.237,0.087,0.184,0.157,0.406,0.462,0.538,0.934,0.066,0.563,0.437,1,1,1,1,5,12,5,11,13,4,12,13,11,8,10,7,6,11,7,10,2006-07
1610612761,Toronto Raptors,6,2,4,0.333,48.0,0.803,0.197,0.598,0.349,0.176,0.095,0.226,0.169,0.25,0.411,0.589,0.938,0.063,0.497,0.503,10,10,1,10,5,4,13,9,1,13,10,4,6,16,14,3,5,12,14,3,2006-07
1610612762,Utah Jazz,17,9,8,0.529,48.3,0.841,0.159,0.656,0.225,0.132,0.105,0.212,0.165,0.431,0.564,0.436,0.945,0.055,0.609,0.391,3,4,15,6,4,2,15,3,6,15,8,7,7,5,4,13,4,13,5,12,2006-07
1610612764,Washington Wizards,4,0,4,0.0,48.0,0.753,0.247,0.612,0.202,0.205,0.098,0.183,0.131,0.41,0.446,0.554,1.0,0.0,0.547,0.453,14,14,1,14,5,11,6,7,8,6,9,14,16,7,11,6,1,15,8,9,2006-07
1610612737,Atlanta Hawks,7,3,4,0.429,48.0,0.826,0.174,0.58,0.187,0.138,0.097,0.282,0.134,0.393,0.548,0.452,0.893,0.107,0.595,0.405,9,9,1,9,5,3,14,11,10,14,10,1,12,10,6,11,6,11,6,11,2007-08
1610612738,Boston Celtics,26,16,10,0.615,48.0,0.776,0.224,0.586,0.214,0.193,0.095,0.221,0.189,0.372,0.577,0.423,0.93,0.07,0.64,0.36,1,1,16,2,5,8,9,9,6,9,13,6,4,12,2,15,1,16,3,14,2007-08
1610612739,Cleveland Cavaliers,13,7,6,0.538,48.0,0.738,0.262,0.542,0.212,0.223,0.108,0.234,0.165,0.33,0.596,0.404,0.839,0.161,0.649,0.351,5,5,11,5,5,13,4,15,7,5,7,5,6,13,1,16,12,5,1,16,2007-08
1610612742,Dallas Mavericks,5,1,4,0.2,48.0,0.736,0.264,0.519,0.191,0.23,0.136,0.251,0.083,0.328,0.533,0.467,0.889,0.111,0.614,0.386,13,13,1,13,5,14,3,16,9,4,3,3,16,14,7,10,7,9,4,13,2007-08
1610612743,Denver Nuggets,4,0,4,0.0,48.0,0.797,0.203,0.655,0.143,0.133,0.16,0.212,0.153,0.512,0.436,0.564,0.889,0.111,0.49,0.51,16,16,1,16,5,6,11,4,14,15,2,8,8,1,14,3,7,9,14,3,2007-08
1610612765,Detroit Pistons,17,10,7,0.588,48.0,0.821,0.179,0.642,0.323,0.149,0.107,0.209,0.201,0.319,0.569,0.431,0.844,0.156,0.606,0.394,3,3,13,3,5,4,13,5,1,13,8,9,2,15,3,14,10,7,5,12,2007-08
1610612745,Houston Rockets,6,2,4,0.333,48.0,0.746,0.254,0.598,0.174,0.199,0.093,0.203,0.178,0.424,0.411,0.589,0.8,0.2,0.482,0.518,10,10,1,10,5,11,6,7,11,7,14,11,5,4,15,2,13,4,16,1,2007-08
1610612747,Los Angeles Lakers,21,14,7,0.667,48.2,0.759,0.241,0.582,0.163,0.204,0.092,0.214,0.139,0.419,0.511,0.489,0.795,0.205,0.565,0.435,2,2,13,1,4,9,8,10,13,6,15,7,11,7,8,9,14,3,9,8,2007-08
