TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,SEASON
1610612756,Phoenix Suns,4,1,3,0.25,192.0,88.7,89.8,98.0,100.3,-9.3,-10.4,0.625,1.55,15.7,0.303,0.639,0.465,0.14,0.404,0.445,99.9,98.13,81.77,394,0.452,11,11,2,11,12,15,5,14,5,9,10,10,13,12,4,16,16,2,12,2000-01
1610612757,Portland Trail Blazers,3,0,3,0.0,144.0,95.6,96.4,108.8,110.7,-13.2,-14.3,0.51,1.09,13.7,0.231,0.624,0.432,0.162,0.454,0.507,94.2,93.0,77.5,277,0.393,15,15,2,15,15,13,15,15,14,13,14,16,15,16,13,8,8,5,15,2000-01
1610612758,Sacramento Kings,8,3,5,0.375,384.0,97.5,99.5,98.6,99.1,-1.1,0.4,0.484,1.01,12.6,0.344,0.681,0.511,0.169,0.432,0.495,99.5,98.25,81.87,785,0.48,8,8,11,10,8,10,3,5,15,15,16,3,9,3,15,14,12,1,9,2000-01
1610612759,San Antonio Spurs,13,7,6,0.538,624.0,100.5,100.9,99.1,101.6,1.4,-0.7,0.588,1.41,16.0,0.273,0.67,0.484,0.154,0.475,0.521,91.9,90.58,75.48,1179,0.506,4,4,12,4,4,9,6,7,8,12,7,13,10,10,11,6,4,7,5,2000-01
1610612761,Toronto Raptors,12,6,6,0.5,576.0,102.0,104.6,102.3,103.0,-0.3,1.6,0.636,1.65,17.9,0.321,0.693,0.501,0.154,0.481,0.52,89.8,88.33,73.61,1057,0.511,5,5,12,6,5,5,7,3,2,5,2,6,6,8,12,3,6,13,4,2000-01
1610612762,Utah Jazz,5,2,3,0.4,240.0,101.0,103.0,104.5,107.1,-3.5,-4.1,0.703,1.9,18.6,0.312,0.709,0.505,0.14,0.447,0.503,89.3,87.3,72.75,435,0.502,9,9,2,7,9,8,12,8,1,2,1,7,3,6,6,9,9,16,6,2000-01
1610612738,Boston Celtics,16,9,7,0.563,768.0,99.1,99.9,95.6,96.7,3.5,3.2,0.571,1.33,15.3,0.277,0.723,0.502,0.155,0.469,0.515,92.3,91.38,76.15,1461,0.515,3,4,15,3,4,9,3,3,10,11,11,13,4,8,8,6,7,9,5,2001-02
1610612766,Charlotte Hornets,9,4,5,0.444,442.0,100.8,101.9,100.4,101.5,0.4,0.4,0.573,1.32,14.9,0.36,0.697,0.527,0.157,0.449,0.505,93.4,92.36,76.97,849,0.5,7,5,11,6,7,6,9,6,9,12,13,3,8,4,9,12,10,6,7,2001-02
1610612742,Dallas Mavericks,8,4,4,0.5,389.0,108.2,110.1,109.3,110.3,-1.1,-0.2,0.494,1.57,14.9,0.281,0.656,0.469,0.126,0.499,0.55,98.8,97.54,81.29,792,0.488,8,5,9,5,8,1,14,8,15,3,12,12,15,14,3,1,1,1,10,2001-02
1610612765,Detroit Pistons,10,4,6,0.4,480.0,93.8,95.3,93.0,96.0,0.8,-0.7,0.636,1.28,15.9,0.265,0.666,0.463,0.168,0.454,0.497,89.1,87.0,72.5,871,0.479,5,5,12,7,5,16,2,9,5,14,5,14,13,15,13,10,12,13,11,2001-02
1610612754,Indiana Pacers,5,2,3,0.4,250.0,95.7,96.6,93.9,95.4,1.8,1.2,0.609,1.16,16.8,0.239,0.711,0.491,0.192,0.489,0.533,92.7,91.49,76.24,474,0.52,9,9,1,7,9,14,1,5,6,15,2,16,5,12,16,2,2,8,4,2001-02
1610612747,Los Angeles Lakers,19,15,4,0.789,917.0,103.7,105.2,99.1,101.3,4.6,3.9,0.549,1.43,15.4,0.319,0.683,0.506,0.148,0.482,0.527,94.1,92.41,77.01,1767,0.531,2,1,9,1,2,3,7,1,12,6,10,6,10,7,5,3,5,5,2,2001-02
1610612750,Minnesota Timberwolves,3,0,3,0.0,144.0,104.5,104.8,113.2,115.8,-8.7,-11.0,0.444,1.02,12.3,0.327,0.762,0.537,0.161,0.475,0.53,98.6,97.33,81.11,292,0.432,15,15,1,15,15,5,16,15,16,16,16,5,1,3,11,5,3,2,15,2001-02
1610612751,New Jersey Nets,20,11,9,0.55,970.0,98.7,100.6,100.3,100.7,-1.6,-0.2,0.594,1.5,16.2,0.314,0.698,0.5,0.15,0.457,0.503,94.8,93.77,78.14,1896,0.491,1,2,16,4,1,7,6,7,7,5,4,9,7,9,6,9,11,4,9,2001-02
1610612753,Orlando Magic,4,1,3,0.25,202.0,98.5,98.2,103.4,103.9,-4.9,-5.8,0.586,1.63,15.5,0.24,0.633,0.444,0.126,0.451,0.509,90.6,90.53,75.45,382,0.458,13,13,1,13,13,12,11,12,8,2,9,15,16,16,2,11,8,11,12,2001-02
1610612755,Philadelphia 76ers,5,2,3,0.4,240.0,99.5,99.6,109.2,109.6,-9.7,-10.1,0.638,1.35,15.7,0.315,0.755,0.525,0.161,0.44,0.508,89.5,89.3,74.42,447,0.458,9,9,1,7,10,10,13,14,4,10,7,8,3,5,12,14,9,12,13,2001-02
1610612757,Portland Trail Blazers,3,0,3,0.0,144.0,94.3,98.9,104.1,105.1,-9.8,-6.2,0.66,1.41,15.8,0.352,0.761,0.542,0.159,0.423,0.485,94.8,92.17,76.81,277,0.44,15,15,1,15,15,11,12,13,2,7,6,4,2,1,10,16,15,7,14,2001-02
1610612758,Sacramento Kings,16,10,6,0.625,778.0,103.7,105.0,100.6,102.3,3.2,2.7,0.558,1.4,15.6,0.318,0.665,0.497,0.153,0.478,0.529,96.6,95.17,79.31,1540,0.527,3,3,12,2,3,4,10,4,11,8,8,7,14,10,7,4,4,3,3,2001-02
1610612759,San Antonio Spurs,10,4,6,0.4,480.0,103.6,105.3,99.5,101.5,4.2,3.8,0.514,1.52,14.5,0.302,0.681,0.495,0.128,0.465,0.518,88.2,86.65,72.21,865,0.535,5,5,12,7,5,2,8,2,13,4,15,11,12,11,4,7,6,15,1,2001-02
1610612760,Seattle SuperSonics,5,2,3,0.4,240.0,98.9,100.5,111.1,112.6,-12.2,-12.2,0.509,1.64,14.8,0.303,0.694,0.49,0.124,0.46,0.49,87.0,85.7,71.42,429,0.414,9,9,1,7,10,8,15,16,14,1,14,10,9,13,1,8,13,16,16,2001-02
1610612761,Toronto Raptors,5,2,3,0.4,240.0,93.3,96.3,99.3,100.0,-6.0,-3.7,0.644,1.31,16.8,0.379,0.711,0.541,0.184,0.444,0.486,88.6,86.8,72.33,435,0.496,9,9,1,7,10,15,5,11,3,13,3,2,6,2,15,13,14,14,8,2001-02
1610612762,Utah Jazz,4,1,3,0.25,192.0,95.0,97.0,97.1,98.3,-2.1,-1.4,0.697,1.39,17.4,0.382,0.683,0.525,0.182,0.437,0.482,92.2,90.63,75.52,363,0.508,13,13,1,13,14,13,4,10,1,9,1,1,11,6,14,15,16,10,6,2001-02
1610612738,Boston Celtics,10,4,6,0.4,495.0,98.9,100.4,99.1,100.8,-0.2,-0.4,0.62,1.4,16.5,0.238,0.682,0.462,0.157,0.477,0.528,93.0,91.44,76.2,942,0.489,8,8,10,10,8,13,5,9,5,8,4,16,9,15,8,8,7,8,7,2002-03
1610612742,Dallas Mavericks,20,10,10,0.5,970.0,107.7,108.8,108.4,109.1,-0.7,-0.3,0.527,1.63,15.8,0.279,0.678,0.477,0.131,0.503,0.546,95.6,94.84,79.03,1914,0.48,2,3,16,4,3,3,13,8,14,3,11,12,10,12,1,1,3,3,9,2002-03
1610612765,Detroit Pistons,17,8,9,0.471,826.0,100.0,100.7,98.7,99.4,1.3,1.3,0.588,1.32,14.8,0.285,0.684,0.48,0.15,0.455,0.515,89.0,88.36,73.63,1518,0.51,4,4,15,7,4,12,4,4,8,12,14,11,8,11,5,12,12,15,6,2002-03
1610612754,Indiana Pacers,6,2,4,0.333,293.0,98.1,100.0,104.2,106.6,-6.1,-6.6,0.657,1.4,15.5,0.342,0.755,0.542,0.155,0.422,0.496,91.4,89.45,74.54,547,0.478,11,11,1,11,11,14,10,14,1,7,12,4,1,2,7,15,15,13,10,2002-03
1610612747,Los Angeles Lakers,12,6,6,0.5,581.0,104.2,105.3,104.6,105.2,-0.4,0.2,0.56,1.52,16.1,0.3,0.731,0.505,0.144,0.491,0.529,95.1,94.31,78.59,1142,0.487,5,6,10,4,7,4,7,7,12,4,10,10,3,7,4,6,6,4,8,2002-03
1610612749,Milwaukee Bucks,6,2,4,0.333,293.0,102.5,104.8,108.2,109.1,-5.6,-4.3,0.553,1.51,16.1,0.26,0.626,0.443,0.143,0.499,0.541,93.3,91.9,76.59,560,0.462,11,11,1,11,11,5,12,11,13,5,7,15,16,16,3,3,5,7,13,2002-03
1610612750,Minnesota Timberwolves,6,2,4,0.333,293.0,101.1,103.1,108.2,109.4,-7.1,-6.3,0.587,1.39,16.7,0.278,0.69,0.5,0.162,0.492,0.544,97.3,95.92,79.93,585,0.476,11,11,1,11,11,8,14,13,9,9,2,13,7,8,9,5,4,2,12,2002-03
1610612751,New Jersey Nets,20,14,6,0.7,975.0,99.5,100.9,96.3,97.4,3.2,3.5,0.623,1.4,16.4,0.339,0.732,0.531,0.164,0.453,0.506,92.5,91.37,76.14,1857,0.515,2,2,10,1,2,11,3,2,3,6,5,5,2,3,10,13,14,9,4,2002-03
1610612740,New Orleans Hornets,6,2,4,0.333,288.0,102.4,104.1,104.8,106.2,-2.4,-2.1,0.591,1.36,16.1,0.338,0.652,0.492,0.164,0.479,0.526,90.4,89.08,74.24,535,0.478,11,11,1,11,15,6,9,10,7,10,9,6,13,10,12,7,9,14,11,2002-03
1610612753,Orlando Magic,7,3,4,0.429,336.0,97.2,97.8,103.7,105.9,-6.5,-8.1,0.516,1.05,13.7,0.273,0.652,0.47,0.171,0.459,0.517,90.8,89.57,74.64,627,0.419,9,9,1,8,9,15,8,15,15,15,15,14,12,13,14,11,11,12,15,2002-03
1610612755,Philadelphia 76ers,12,6,6,0.5,586.0,102.1,103.4,101.9,102.6,0.2,0.7,0.562,1.28,15.4,0.345,0.701,0.527,0.167,0.468,0.527,88.3,87.48,72.9,1069,0.519,5,6,10,4,5,7,6,6,11,14,13,3,6,4,13,10,8,16,3,2002-03
1610612756,Phoenix Suns,6,2,4,0.333,293.0,88.5,90.8,94.7,96.4,-6.2,-5.7,0.5,1.0,12.8,0.303,0.64,0.463,0.172,0.414,0.456,94.3,92.23,76.86,563,0.401,11,11,1,11,11,16,2,12,16,16,16,9,15,14,15,16,16,6,16,2002-03
1610612757,Portland Trail Blazers,7,3,4,0.429,336.0,111.7,112.2,110.9,111.3,0.8,0.9,0.639,1.7,17.8,0.381,0.71,0.545,0.152,0.501,0.551,90.5,90.21,75.18,632,0.515,9,9,1,8,9,1,15,5,2,1,1,2,4,1,6,2,1,11,5,2002-03
1610612758,Sacramento Kings,12,7,5,0.583,586.0,109.1,110.2,106.1,107.9,3.0,2.3,0.575,1.68,16.7,0.319,0.665,0.495,0.137,0.499,0.549,97.5,96.2,80.17,1175,0.521,5,5,9,3,5,2,11,3,10,2,3,7,11,9,2,4,2,1,2,2002-03
1610612759,San Antonio Spurs,24,16,8,0.667,1157.0,101.6,102.2,94.7,96.4,6.9,5.8,0.612,1.36,16.2,0.314,0.704,0.517,0.164,0.476,0.525,93.4,92.25,76.87,2225,0.572,1,1,14,2,1,9,1,1,6,11,6,8,5,6,11,9,10,5,1,2002-03
1610612762,Utah Jazz,5,1,4,0.2,240.0,99.6,101.8,112.6,113.8,-13.0,-12.1,0.621,1.28,16.1,0.403,0.641,0.519,0.179,0.446,0.511,92.7,91.2,76.0,457,0.438,16,16,1,16,16,10,16,16,4,13,8,1,14,5,16,14,13,10,14,2002-03
1610612738,Boston Celtics,4,0,4,0.0,192.0,91.0,92.9,106.6,110.4,-15.6,-17.5,0.609,0.89,14.6,0.277,0.678,0.489,0.217,0.445,0.513,93.9,91.38,76.15,364,0.403,14,14,1,14,14,14,15,16,8,16,12,13,11,11,16,11,3,5,13,2003-04
1610612742,Dallas Mavericks,5,1,4,0.2,240.0,99.6,101.2,99.5,100.2,0.1,1.0,0.539,1.51,14.5,0.397,0.697,0.531,0.138,0.422,0.466,99.3,98.2,81.83,492,0.481,10,10,1,10,11,2,10,5,14,3,13,1,7,1,1,15,15,1,10,2003-04
1610612743,Denver Nuggets,5,1,4,0.2,240.0,96.0,98.7,100.7,103.1,-4.7,-4.4,0.548,1.44,15.8,0.341,0.712,0.511,0.155,0.452,0.479,94.2,91.8,76.5,459,0.458,10,10,1,10,11,6,12,11,12,4,7,2,3,5,4,7,13,4,11,2003-04
1610612765,Detroit Pistons,23,16,7,0.696,1124.0,96.4,97.7,89.4,90.3,7.1,7.4,0.619,1.31,15.6,0.335,0.706,0.522,0.167,0.439,0.493,88.7,87.67,73.06,2050,0.567,1,1,13,1,1,8,1,1,7,6,9,3,4,3,9,12,10,14,1,2003-04
1610612745,Houston Rockets,5,1,4,0.2,245.0,92.3,93.8,98.3,98.9,-6.0,-5.1,0.541,1.02,14.5,0.274,0.742,0.519,0.186,0.458,0.501,89.7,88.75,73.96,451,0.445,10,10,1,10,10,13,8,12,13,14,14,15,2,4,13,5,8,9,12,2003-04
1610612754,Indiana Pacers,16,10,6,0.625,768.0,96.3,98.1,91.4,93.0,4.9,5.1,0.582,1.32,15.1,0.288,0.701,0.492,0.156,0.448,0.497,88.7,87.13,72.6,1394,0.53,4,3,12,3,4,7,3,2,9,5,11,11,5,10,5,9,9,16,3,2003-04
1610612747,Los Angeles Lakers,22,13,9,0.591,1066.0,98.8,99.1,97.1,98.8,1.7,0.4,0.685,1.79,18.3,0.277,0.694,0.486,0.142,0.477,0.508,88.7,87.78,73.15,1956,0.524,2,2,16,5,2,5,7,6,1,1,1,14,8,12,2,3,5,13,4,2003-04
1610612763,Memphis Grizzlies,4,0,4,0.0,192.0,95.3,94.9,111.0,110.8,-15.6,-15.9,0.472,1.02,12.9,0.249,0.673,0.449,0.162,0.45,0.504,87.7,88.0,73.33,352,0.385,14,14,1,14,14,11,16,15,16,15,16,16,13,16,7,8,7,12,15,2003-04
1610612748,Miami Heat,13,6,7,0.462,624.0,94.7,95.9,94.5,96.0,0.1,-0.2,0.534,1.15,13.9,0.311,0.7,0.504,0.161,0.433,0.489,88.8,87.54,72.95,1140,0.488,5,7,13,8,5,9,5,9,15,11,15,8,6,7,6,13,12,15,9,2003-04
1610612749,Milwaukee Bucks,5,1,4,0.2,240.0,92.5,94.5,106.6,108.4,-14.1,-13.9,0.636,1.26,16.5,0.307,0.635,0.468,0.181,0.447,0.49,92.3,90.6,75.5,453,0.399,10,10,1,10,11,12,14,13,5,8,3,9,16,15,12,10,11,6,14,2003-04
1610612750,Minnesota Timberwolves,18,10,8,0.556,869.0,99.3,101.3,99.2,101.1,0.1,0.2,0.568,1.29,15.8,0.281,0.693,0.496,0.165,0.479,0.527,92.2,90.37,75.3,1634,0.492,3,3,15,7,3,1,11,7,11,7,6,12,9,9,8,2,1,7,7,2003-04
1610612751,New Jersey Nets,11,7,4,0.636,543.0,93.8,95.6,90.8,92.8,2.9,2.8,0.664,1.1,16.2,0.314,0.676,0.505,0.201,0.454,0.512,91.6,89.77,74.81,1015,0.533,7,5,1,2,7,10,2,4,2,13,4,7,12,6,15,6,4,8,2,2003-04
1610612740,New Orleans Hornets,7,3,4,0.429,336.0,89.3,91.1,93.3,94.5,-4.0,-3.4,0.659,1.13,15.7,0.327,0.682,0.503,0.194,0.422,0.472,89.9,88.43,73.69,619,0.492,9,9,1,9,9,16,4,10,3,12,8,4,10,8,14,14,14,10,8,2003-04
1610612752,New York Knicks,4,0,4,0.0,192.0,88.3,91.3,100.8,105.4,-12.5,-14.1,0.634,1.2,15.2,0.319,0.663,0.471,0.177,0.411,0.461,95.5,91.88,76.56,368,0.361,14,14,1,14,14,15,13,14,6,10,10,6,14,14,11,16,16,3,16,2003-04
1610612758,Sacramento Kings,12,7,5,0.583,581.0,97.8,99.7,98.2,99.6,-0.4,0.2,0.648,1.59,17.3,0.292,0.661,0.482,0.15,0.46,0.507,96.2,94.64,78.86,1145,0.518,6,5,11,6,6,4,9,8,4,2,2,10,15,13,3,4,6,2,5,2003-04
1610612759,San Antonio Spurs,10,6,4,0.6,480.0,99.6,101.1,97.2,97.5,2.5,3.6,0.579,1.25,15.9,0.327,0.747,0.529,0.176,0.485,0.515,89.2,88.35,73.62,883,0.507,8,7,1,4,8,3,6,3,10,9,5,5,1,2,10,1,2,11,6,2003-04
1610612738,Boston Celtics,7,3,4,0.429,341.0,98.2,99.7,97.9,99.8,0.4,-0.2,0.504,1.08,14.3,0.289,0.696,0.498,0.174,0.475,0.52,88.4,86.92,72.43,616,0.483,9,9,1,8,9,12,2,5,11,16,12,13,4,6,15,10,10,14,9,2004-05
1610612741,Chicago Bulls,6,2,4,0.333,288.0,103.1,105.9,104.7,107.7,-1.5,-1.9,0.61,1.43,15.9,0.337,0.653,0.49,0.157,0.472,0.521,99.5,96.83,80.69,581,0.467,11,11,1,11,11,8,8,8,3,7,4,5,12,11,11,11,9,1,11,2004-05
1610612742,Dallas Mavericks,13,6,7,0.462,629.0,110.2,111.2,111.9,112.9,-1.7,-1.7,0.459,1.33,13.6,0.346,0.673,0.503,0.139,0.492,0.544,94.7,93.79,78.16,1229,0.486,5,5,13,6,5,2,14,6,15,8,13,4,9,5,5,6,6,4,7,2004-05
1610612743,Denver Nuggets,5,1,4,0.2,245.0,95.2,97.2,104.9,107.5,-9.7,-10.3,0.5,1.26,13.4,0.277,0.674,0.469,0.14,0.431,0.49,93.3,91.2,76.0,464,0.421,12,12,1,12,12,15,7,14,12,10,14,14,8,15,7,16,16,9,15,2004-05
1610612765,Detroit Pistons,25,15,10,0.6,1210.0,101.8,103.8,97.1,98.6,4.7,5.2,0.593,1.68,16.7,0.335,0.711,0.518,0.14,0.466,0.508,87.7,86.2,71.83,2175,0.547,1,2,16,3,1,11,1,1,4,3,1,6,2,1,8,12,13,15,1,2004-05
1610612745,Houston Rockets,7,3,4,0.429,336.0,108.3,109.8,112.0,112.5,-3.7,-2.7,0.514,1.26,15.0,0.318,0.644,0.485,0.161,0.513,0.564,89.8,89.0,74.17,622,0.488,9,9,1,8,10,5,13,10,9,11,11,9,15,13,12,4,3,12,6,2004-05
1610612754,Indiana Pacers,13,6,7,0.462,629.0,94.6,96.8,98.7,100.0,-4.1,-3.2,0.624,1.19,15.2,0.305,0.688,0.493,0.174,0.434,0.496,87.7,86.16,71.8,1128,0.475,5,5,13,6,5,16,3,11,2,14,9,11,5,9,16,14,14,16,10,2004-05
1610612763,Memphis Grizzlies,4,0,4,0.0,192.0,109.0,111.1,121.6,123.3,-12.5,-12.2,0.506,1.95,16.5,0.311,0.686,0.486,0.116,0.517,0.539,93.9,92.38,76.98,370,0.422,15,15,1,15,16,3,16,15,10,1,2,10,6,12,1,3,7,6,14,2004-05
1610612748,Miami Heat,15,11,4,0.733,730.0,105.0,105.7,99.6,101.5,5.4,4.2,0.526,1.23,15.5,0.27,0.697,0.506,0.165,0.533,0.568,92.5,91.27,76.05,1391,0.546,3,3,1,1,3,9,4,4,8,13,8,15,3,3,14,2,2,8,2,2004-05
1610612751,New Jersey Nets,4,0,4,0.0,202.0,98.2,98.5,111.5,111.7,-13.3,-13.3,0.634,1.63,15.7,0.3,0.744,0.496,0.132,0.432,0.491,93.5,93.27,77.72,393,0.404,15,15,1,15,15,14,11,16,1,4,5,12,1,8,3,15,15,5,16,2004-05
1610612755,Philadelphia 76ers,5,1,4,0.2,245.0,98.9,99.1,106.0,108.3,-7.0,-9.2,0.569,1.55,16.1,0.256,0.651,0.442,0.14,0.479,0.513,90.6,89.53,74.61,458,0.431,12,12,1,12,12,13,9,13,5,6,3,16,13,16,6,9,12,11,13,2004-05
1610612756,Phoenix Suns,15,9,6,0.6,725.0,115.5,116.7,110.4,112.2,5.1,4.5,0.49,1.59,15.7,0.322,0.655,0.497,0.134,0.544,0.582,96.6,95.37,79.48,1440,0.531,3,4,11,3,4,1,12,3,14,5,7,8,11,7,4,1,1,3,3,2004-05
1610612758,Sacramento Kings,5,1,4,0.2,240.0,107.3,110.8,113.8,116.1,-6.5,-5.3,0.526,1.8,15.7,0.351,0.623,0.478,0.121,0.479,0.527,94.5,92.0,76.67,461,0.447,12,12,1,12,14,4,15,12,7,2,6,3,16,14,2,8,8,7,12,2004-05
1610612759,San Antonio Spurs,23,16,7,0.696,1114.0,106.5,109.1,102.4,104.2,4.1,4.9,0.53,1.27,15.0,0.352,0.674,0.516,0.163,0.5,0.546,89.9,88.03,73.36,2043,0.525,2,1,13,2,2,7,5,2,6,9,10,2,7,2,13,5,5,13,4,2004-05
1610612760,Seattle SuperSonics,11,6,5,0.545,528.0,108.1,109.7,108.1,111.5,-0.1,-1.8,0.456,1.17,13.3,0.358,0.649,0.506,0.154,0.489,0.547,92.0,89.86,74.89,988,0.497,7,5,10,5,7,6,10,7,16,15,16,1,14,4,10,7,4,10,5,2004-05
1610612764,Washington Wizards,10,4,6,0.4,480.0,102.2,105.2,105.2,107.4,-3.0,-2.2,0.49,1.26,13.3,0.332,0.661,0.492,0.144,0.459,0.515,98.0,95.6,79.67,954,0.484,8,8,11,10,8,10,6,9,13,12,15,7,10,10,9,13,11,2,8,2004-05
1610612741,Chicago Bulls,6,2,4,0.333,288.0,101.7,103.7,105.2,106.3,-3.5,-2.6,0.539,1.16,14.8,0.245,0.687,0.469,0.167,0.497,0.548,96.5,95.08,79.24,569,0.474,10,10,1,10,12,12,8,9,7,11,8,15,10,13,13,6,5,1,10,2005-06
1610612739,Cleveland Cavaliers,13,7,6,0.538,634.0,100.7,102.7,104.4,106.6,-3.7,-3.9,0.481,1.12,13.5,0.346,0.684,0.516,0.164,0.465,0.515,88.2,86.5,72.08,1144,0.475,5,5,10,5,6,13,9,10,11,15,13,1,11,5,12,15,15,14,9,2005-06
1610612742,Dallas Mavericks,23,14,9,0.609,1124.0,107.2,108.7,103.5,104.4,3.7,4.4,0.422,1.19,12.6,0.322,0.742,0.525,0.14,0.481,0.54,91.1,90.06,75.05,2110,0.517,1,2,15,2,1,5,4,2,16,9,16,3,2,3,5,11,9,9,5,2005-06
1610612743,Denver Nuggets,5,1,4,0.2,240.0,91.8,93.8,99.9,102.6,-8.1,-8.8,0.607,1.68,15.3,0.325,0.729,0.5,0.127,0.397,0.449,95.1,92.9,77.42,466,0.427,14,14,1,14,14,16,3,13,2,3,7,2,5,8,2,16,16,4,13,2005-06
1610612765,Detroit Pistons,18,10,8,0.556,864.0,104.9,106.5,101.8,102.6,3.1,3.9,0.581,1.57,15.7,0.317,0.697,0.5,0.138,0.478,0.528,87.1,86.19,71.83,1550,0.518,4,3,14,4,4,8,2,3,4,5,5,4,9,9,4,13,14,15,4,2005-06
1610612754,Indiana Pacers,6,2,4,0.333,288.0,99.5,102.1,105.6,106.3,-6.1,-4.2,0.572,1.13,15.4,0.281,0.714,0.504,0.181,0.491,0.543,88.9,87.5,72.92,525,0.455,10,10,1,10,12,14,7,11,5,13,6,11,8,7,15,8,8,13,11,2005-06
1610612746,Los Angeles Clippers,12,7,5,0.583,586.0,108.9,110.2,104.4,105.7,4.5,4.5,0.523,1.34,16.1,0.306,0.72,0.531,0.162,0.519,0.571,95.6,94.53,78.77,1151,0.528,7,5,9,3,7,3,5,1,8,7,4,6,7,2,11,4,3,2,3,2005-06
1610612747,Los Angeles Lakers,7,3,4,0.429,346.0,103.1,105.2,111.5,112.9,-8.4,-7.7,0.455,1.14,13.7,0.304,0.803,0.538,0.157,0.497,0.538,94.1,92.53,77.11,669,0.442,9,9,1,9,9,10,14,12,14,12,12,7,1,1,10,7,11,5,12,2005-06
1610612763,Memphis Grizzlies,4,0,4,0.0,197.0,97.2,97.1,111.8,112.9,-14.6,-15.8,0.467,0.88,12.7,0.248,0.618,0.44,0.184,0.479,0.534,85.1,84.67,70.56,347,0.387,16,16,1,16,16,15,13,16,13,16,15,14,16,16,16,12,13,16,16,2005-06
1610612748,Miami Heat,23,16,7,0.696,1109.0,104.6,104.6,99.4,101.1,5.2,3.5,0.502,1.13,14.5,0.284,0.735,0.52,0.169,0.525,0.559,92.1,91.35,76.12,2117,0.541,1,1,13,1,2,11,1,4,9,14,10,10,4,4,14,3,4,6,1,2005-06
1610612749,Milwaukee Bucks,5,1,4,0.2,240.0,105.8,108.4,119.4,118.3,-13.6,-9.9,0.556,1.59,17.0,0.296,0.673,0.48,0.147,0.504,0.545,91.0,90.3,75.25,450,0.422,14,14,1,14,14,6,16,15,6,4,3,9,13,12,9,5,7,7,14,2005-06
1610612751,New Jersey Nets,11,5,6,0.455,528.0,104.3,105.3,104.9,105.9,-0.5,-0.6,0.645,1.74,17.9,0.275,0.737,0.497,0.142,0.487,0.538,90.5,89.64,74.7,984,0.501,8,8,10,8,8,9,6,8,1,2,2,12,3,10,6,10,10,11,8,2005-06
1610612756,Phoenix Suns,20,10,10,0.5,980.0,111.2,112.4,109.5,111.1,1.7,1.3,0.584,2.03,18.2,0.231,0.67,0.455,0.121,0.538,0.579,94.7,93.43,77.86,1907,0.516,3,3,16,7,3,1,12,6,3,1,1,16,14,15,1,1,2,3,6,2005-06
1610612758,Sacramento Kings,6,2,4,0.333,293.0,106.4,107.2,116.3,117.0,-9.9,-9.8,0.442,1.18,12.7,0.317,0.729,0.505,0.143,0.477,0.536,90.1,89.53,74.61,545,0.41,10,10,1,10,11,7,15,14,15,10,14,5,6,6,7,14,12,12,15,2005-06
1610612759,San Antonio Spurs,13,7,6,0.538,639.0,110.9,112.0,108.8,109.6,2.2,2.4,0.479,1.31,14.7,0.254,0.684,0.481,0.145,0.533,0.587,90.6,89.84,74.87,1196,0.539,5,5,10,5,5,2,11,5,12,8,9,13,12,11,8,2,1,10,2,2005-06
1610612764,Washington Wizards,6,2,4,0.333,298.0,107.4,108.9,104.9,108.6,2.5,0.4,0.495,1.36,14.0,0.301,0.629,0.464,0.138,0.488,0.545,92.5,90.28,75.23,560,0.506,10,10,1,10,10,4,10,7,10,6,11,8,15,14,3,9,6,8,7,2005-06
1610612741,Chicago Bulls,10,6,4,0.6,480.0,100.1,102.6,99.6,100.9,0.6,1.7,0.634,1.35,16.4,0.328,0.703,0.517,0.17,0.469,0.522,92.0,90.3,75.25,901,0.523,8,5,1,3,8,9,4,7,2,7,5,4,5,3,11,10,9,8,5,2006-07
1610612739,Cleveland Cavaliers,20,12,8,0.6,970.0,99.9,101.1,97.2,99.3,2.8,1.8,0.545,1.35,14.7,0.317,0.73,0.522,0.148,0.456,0.506,88.1,86.62,72.19,1756,0.514,1,2,15,3,1,11,2,6,9,8,11,7,4,2,3,14,14,15,6,2006-07
1610612742,Dallas Mavericks,6,2,4,0.333,288.0,102.2,103.7,110.4,111.1,-8.2,-7.4,0.522,1.09,13.8,0.35,0.695,0.516,0.172,0.466,0.524,95.8,94.83,79.03,570,0.475,10,10,1,10,10,6,13,12,12,15,14,2,8,4,13,12,7,3,10,2006-07
1610612743,Denver Nuggets,5,1,4,0.2,240.0,97.1,99.5,104.3,106.3,-7.2,-6.8,0.524,1.16,14.4,0.342,0.686,0.512,0.172,0.452,0.498,90.6,88.6,73.83,443,0.452,12,12,1,12,12,13,10,11,11,12,12,3,11,5,12,15,15,13,12,2006-07
